Province,Varese,Como,Lecco,Sondrio,Milano,Bergamo,Brescia,Pavia,Lodi,Cremona,Mantova,Bolzano,Trento,Treviso,L'Aquila,Teramo,Pescara,Isernia,Lecce,Potenza,Matera,Cosenza,Benevento,Caserta,Vicenza,Belluno,Prato,Napoli,Avellino,Verona,Padova,Campobasso,Arezzo,Pistoia,Firenze,Monza,Venezia,Rovigo,Catania,Trieste,Caltanissetta,Bari,Siena,Udine,Taranto,Enna,Perugia,Terni,Fermo,Barletta,Forlì,Pordenone,Rimini,Parma,Macerata,Modena,Ferrara,Bologna,Pesaro,Ancona,Piacenza,Ascoli Piceno,Reggio nell'Emilia,Rieti,Roma,Ravenna,Frosinone,Novara,Alessandria,Asti,Biella,Cusio,Torino,Cuneo,Vercelli,Genova
Mantova,69270.04425978428,28668.65983206005,35741.98187784778,4347.745964591464,277184.5229768584,157468.07108192073,199560.76673591553,23280.279177053108,18041.64695908672,36342.98174371149,0.0,17074.487518733793,15870.840927567686,127108.78330147473,10263.657998186012,4420.078751337682,1216.2023609215482,723.32975046425,297.4097646805604,879.4231892330478,176.9791922397883,324.65895645384967,686.2879956966466,7988.514177887282,291662.43484457774,18581.03994122779,1950.3551744213664,10810.73515182959,1094.1792607304299,184131.04523716195,106672.44061801872,516.6134752222976,23300.910487603283,6362.661231463417,54619.93303444255,137361.63601043707,34967.81476800368,11079.597709393842,8196.933781130896,6011.036890817747,237.74881393033021,2663.0213408018267,9807.767466361716,9426.749703793324,179.68212661961394,39.734482894849634,9981.316969568012,473.7909853452208,4472.824160874361,751.2293969742545,23285.576798919457,39199.91196775227,10208.078521926634,40791.72484750704,9554.591073814994,136861.78897211677,25921.32358456453,180172.17897589272,10020.19388377931,42014.990936853064,20443.013252573084,6542.7721756834335,149280.94122747678,1950.5494417419743,25324.100343369682,20132.0194038681,9530.175742113568,9317.721060813688,9025.017924455764,5628.624603970378,722.457874716235,3196.474540853258,78376.06968715398,7665.599147932176,8519.799428061648,45939.26917101313
Bolzano,63174.28768409481,25532.59259461571,32093.776548756687,5431.007559935708,199316.04579805158,118737.6042763716,100207.9591043709,14933.694935820326,10666.9884494303,13428.388802815416,17074.487518733793,0.0,36382.87761376485,157321.75354704872,8856.338807328679,3866.257152432946,1103.8507926417738,664.022244005202,306.4494733643396,859.5582711274888,176.58291967726618,322.5314442925392,647.7611446132506,7426.967063007339,224456.3329708047,41889.484739863125,1079.6975614067244,10063.811596305453,1035.6828387876897,59635.08203400668,83671.30130169238,483.25448954591417,15940.938336608857,3389.6573074589937,32027.753352277658,103615.15341607561,34900.97378225041,6057.538025649678,8116.941092003475,7719.406253208664,232.6969285830829,2680.3428595505734,6502.254106626401,14927.285569885962,181.83009593433937,38.948172126880564,7584.299838270997,384.0959287868576,3896.9205812836876,744.6058379360252,14491.835287081045,63937.353109693686,7426.9589690589955,12040.425869928013,8099.423794867264,42526.78743229503,11616.0980739257,77588.9188826427,7848.23582019743,35943.80509905002,9709.134802136188,5646.1484894452815,42417.72722737432,1620.1745705079347,21194.46199938202,12994.552865566524,8401.580982159096,7482.820730196926,6355.211729609368,4292.812810992123,644.6178366271745,3206.5292467095096,65955.61474293865,6140.259788965774,6812.735725033169,29067.922059828994
Trento,45926.74727394785,19032.867543481556,24714.362146631513,4187.994317976049,154013.73928046002,97674.88216682966,94636.97808726237,11531.47465641742,8586.691361620164,11450.103791478754,15870.840927567686,36382.87761376485,0.0,115548.40781163287,5992.195917219184,2609.0150585986694,736.9289394665786,441.1555008265848,196.57266589145183,560.3839719152215,114.41264633187323,209.1697658860961,426.7752004440595,4914.160690520783,224595.93626427124,23834.076049411084,809.3494459716944,6655.323144592716,681.6918557454135,63824.70313414091,71035.78074066657,319.3446916776484,11450.523325834458,2557.777853009626,23747.156666361956,80489.56262059372,25987.718076528403,5011.2727156186465,5268.8957097506745,4785.339266173285,151.58560284888463,1732.4543191578337,4692.040621487626,8708.454640212849,117.29530327077572,25.360269538169632,5311.232200804409,264.19086534839073,2638.6901779001223,483.60972765075394,10765.793114535436,39129.84481278443,5319.842773486345,10020.775822736032,5529.928992201374,34907.4855890493,9477.609917878128,61439.19734119289,5506.896064004677,24548.026037125397,7888.101487474305,3826.8887335214886,35091.91975928712,1107.151048592571,14438.788902929302,9665.448798844463,5644.363122959398,5484.89397806916,4693.385971481588,3097.778096764213,453.9125850960664,2492.7187174368414,46372.97803805552,4317.037728289063,4946.028986396421,21605.636188107976
Treviso,302296.606890524,120676.81122019124,146865.82762516072,20606.682703244333,1029402.5006442751,569406.7509385005,531323.0351710811,82509.68804845533,58075.36666895047,81705.60447348151,127108.78330147473,157321.75354704872,115548.40781163287,0.0,69308.34428263133,30931.18247396997,8670.314670088424,4976.606480248628,2144.924562332576,6179.259132576895,1262.0067825365604,2247.687485223737,4756.03415851735,54503.06758028861,2597581.729259692,376886.2802280679,8774.835504458164,73248.47289328543,7548.285412498622,435503.9665284826,1593540.6171725625,3609.1243284363773,133709.84745064715,26987.38885854816,262776.00046238024,518121.6305956362,1111718.5856411038,79453.1123779846,55097.105955440114,82706.5723591888,1576.4137101666315,19294.092409709985,51605.010376376384,156632.74088961698,1286.7633810319116,264.2626030894348,62492.18515653989,3029.339465556875,32573.83686352324,5425.050638794488,141288.78718861632,1006644.3485983175,71932.67443094886,84063.17892676969,68992.20180861671,351143.2644847909,125552.87329618365,708195.5175315471,73774.93649011587,318197.7297572368,57694.55013104667,45933.70966631292,322499.36045125005,12673.360382428575,159600.54785287468,136832.3421972159,63065.71489616035,38815.12383173217,36059.93472280046,24112.4081909623,3307.8666424150224,13725.54855813256,360660.27471795294,35713.75142686873,36112.598388074824,179027.48971100352
L'Aquila,36250.314590512615,13747.708322493489,15498.17411796318,1859.7810488553998,121730.79099624313,57262.76211744084,46124.45823195698,10498.007633388088,6650.574058946419,8712.129226917079,10263.657998186012,8856.338807328679,5992.195917219184,69308.34428263133,0.0,61642.58728987218,11805.027275866223,5238.732339761058,854.9483703256667,3356.0113247606864,608.7380126734146,1006.6681230266211,3476.042687499785,43275.32154000084,90474.96568529455,10932.591871160597,1809.8672074898263,53785.57984667321,5175.662354014541,26684.43155127525,43093.74101555514,3129.6957685722505,44906.313527449114,5285.63007157426,60074.09616779278,58761.02361845266,20204.401958835508,4343.856704028714,22126.568805995765,6378.355691277053,638.8472100639253,9072.668750583336,16682.214575082926,8025.256808036955,566.9312009034821,107.6944099235623,36066.83931836409,3796.6918925112404,25110.71250366919,2847.486804925246,23142.84879496902,26944.01697925019,15365.108460956659,9743.706761316122,43732.39598917254,39803.37661483241,10086.428229116658,86457.14486600981,20070.643536781827,134424.2547957469,6880.0031168705855,62847.75621755335,37342.12373650474,24844.483183014872,175505.75611278208,18224.79196829551,86855.30604698595,5110.1950771712445,5331.530191581259,3738.7297408381046,463.01826535475584,1351.4138694499736,56837.14712737189,6431.012329525335,5007.516933507283,29558.3158329587
Teramo,15279.465444142243,5809.1624644072945,6573.813193826752,795.3050668705051,51290.53587388293,24331.9474689803,19726.6309761707,4403.788163909804,2806.7094304440416,3694.3629751710164,4420.078751337682,3866.257152432946,2609.0150585986694,30931.18247396997,61642.58728987218,0.0,7123.999834360536,1877.869527503351,359.1803594627059,1357.4155834795336,252.39431234401414,404.5139776762784,1340.0129095296436,15858.61240131334,39748.68079216113,4849.745624395765,757.1078702177825,19692.40117416705,1987.6099647432773,11572.884085319636,19099.98124719324,1222.5000909016815,18864.000026575373,2205.3030035361685,25096.47126421509,24818.2529124677,9065.465763823602,1922.429841305286,8775.329121553492,2935.163990814614,250.91656287562355,3848.174094044431,6715.0428291362505,3623.898162193254,236.40653514575996,42.34819536191164,14922.909933920388,1192.8180379298044,17547.25745757752,1208.056003208607,10304.354007148586,12077.41622611981,7117.501070939034,4128.960470612337,25890.808562023398,17051.418951217136,4433.876182798085,37414.13892683703,9684.845906187955,73319.21275122638,2898.654405485499,62864.07730089744,15892.08472045497,6163.622388818076,50490.343015539795,8210.337755641187,24451.59195980331,2140.654987227802,2215.1265118138836,1548.6931000546163,193.4147127658387,575.307883373394,23539.895000457243,2634.608591143111,2090.8122450590054,12184.723793029274
Pescara,4334.135361590427,1644.6634622890024,1858.8103320310547,225.64575453804812,14428.304834522472,6847.236016803924,5511.614286784688,1233.396995179405,785.0902850121535,1023.7568382237816,1216.2023609215482,1103.8507926417738,736.9289394665786,8670.314670088424,11805.027275866223,7123.999834360536,0.0,751.9074971777978,123.44999323470866,491.05130466503454,90.28741712243688,137.06599066865977,509.35271748785374,5797.569742747196,11055.78037870123,1379.1169461965035,196.6806567120021,6962.57149045677,732.5482405858844,3209.923288114288,5288.109683859579,511.2558381844109,4574.6380440495905,578.0488753107632,6442.969262969327,6990.550302732958,2520.6053892905406,524.2806943605865,2843.0088705131475,845.0976532504573,80.43285364852458,1394.732055096477,1686.9429276923777,1041.8484784747209,82.84866636538243,13.617441723373751,3291.4472523033432,248.81943978305628,3453.0974367711015,453.6611626609799,2653.587715960314,3432.6864898952963,1787.4912408840041,1129.7615325074382,5294.793753587949,4597.180476022084,1195.7262357189757,9944.971321009989,2376.8103584123373,17349.45721209464,804.9030362583834,6855.745602213546,4313.84639122022,1274.069676801946,13115.257326978211,2145.394248302877,7583.914285220603,605.05007537158,621.9130569712604,436.8314895927545,55.010430687778566,162.86812327469,6686.276205136798,746.1335630579377,591.1293247363399,3385.8624509828346
Isernia,2732.5532990455395,1031.1370298992665,1157.5009246558232,139.28350401154546,9025.747319408127,4233.4422797163525,3354.024725123179,772.9652262612332,487.27168769857406,625.602253690724,723.32975046425,664.022244005202,441.1555008265848,4976.606480248628,5238.732339761058,1877.869527503351,751.9074971777978,0.0,98.74111682034999,497.80575580858135,80.51668416809184,123.79449951343945,814.6119462607428,11013.517751417836,6453.859746778722,806.9411899605054,115.08617683550365,10711.989538125701,1046.1067016535028,1903.667218528728,3038.7171875644626,1070.6012497916822,2516.3609096500727,341.96455833928206,3735.535462672194,4363.581199092844,1427.7643214248762,298.6343949549622,2437.3296164347175,470.4808854503923,69.19016619685402,1158.58872277241,991.6576793506563,597.3410935405986,69.94714549786563,11.754909842062782,1703.2574071912006,134.38421776616764,1189.2192119625104,394.16428623591656,1443.0699647197614,1976.0584859112148,918.4169251103832,682.8878078543675,2090.162431035194,2705.3252111246425,681.5052275398039,5714.45425916616,1158.8625215926033,7394.704543699787,497.1584605753833,2188.387964229648,2574.6422183400387,694.183717878705,9768.11567092062,1162.0489293569267,8537.931119179058,383.52028943172394,396.01258981597147,280.75043457449226,35.24321434014459,100.99736112213282,4331.586128110451,489.3814246051698,376.5759639609795,2154.9661333148624
Lecce,1230.30675713524,461.6602594093198,516.7608389556284,63.061845369208314,3946.2518036856673,1860.331125678596,1442.3622330506346,332.13378702757245,209.2422747956996,261.3945832158609,297.4097646805604,306.4494733643396,196.57266589145183,2144.924562332576,854.9483703256667,359.1803594627059,123.44999323470866,98.74111682034999,0.0,283.8499236923454,89.39676108996069,128.95265257509993,128.42687770453804,1300.6200646840741,2737.6692717153023,364.29474866894935,40.39093172249461,1811.3066529513155,217.21523212161284,801.939628751121,1269.360675560971,81.8871843577288,780.7005758021803,122.17532592992823,1277.9676111183758,1918.6983024451488,600.0735819437579,119.91015084191174,1848.551051536843,211.39632874617064,45.09369566612375,1287.6805458601323,316.0326490965143,274.1506161459026,166.51993711853444,7.840930183606414,463.19373866630883,29.81567763463307,301.7576222067107,243.62686386464534,509.8979281881686,883.5622942334498,310.6818435401975,274.7215312093452,561.3924120929235,1050.478810317303,266.1592409250474,2149.382082780907,377.07073378343404,2224.100342779746,208.35354613292174,475.83468435453085,1015.1469919498924,137.8230833805462,1959.607241289236,422.82329286764724,992.863098017953,169.8632032557035,170.2889554199309,122.31928203469593,15.932658605334417,45.33133015034866,1934.3147089081303,213.61807002638417,166.56117987353042,889.4696406030654
Potenza,3522.871461068711,1323.9254874544272,1481.9109764693292,179.3157812332056,11440.39093828574,5367.85035593184,4192.544313202741,971.1425203683394,610.8115338612815,770.5924527459825,879.4231892330478,859.5582711274888,560.3839719152215,6179.259132576895,3356.0113247606864,1357.4155834795336,491.05130466503454,497.80575580858135,283.8499236923454,0.0,436.4805101031579,400.83945058864913,894.7640928521862,7751.905135529181,7960.110642982244,1028.9708994122625,127.59538408397655,10871.40883427143,1667.016778466282,2344.1012503292613,3710.2495074045155,450.4034365221997,2570.831383349971,383.6989844101488,4074.3128254966105,5545.036837802572,1746.6435605253141,356.4679251172575,5146.432425687734,596.1815782671996,134.4316320491211,4087.1867630880556,1037.4312847788717,766.8317150577,261.6968274056472,23.321196855995005,1591.143609090276,109.27341226085441,1054.4573955898675,1306.0021245656305,1594.2317252444693,2502.8593022524924,984.9588128982616,822.4341314530882,1924.2469135669548,3181.914858194806,801.0486139602083,6581.294119283136,1211.088702530852,7342.587767013715,614.5649700790439,1737.3850149337675,3060.368931659596,520.1926446881203,7592.54850306889,1305.6940971041226,4335.058600961986,490.81253718387853,499.45797277884475,357.3372886543421,45.69913398981717,129.55617762918504,5596.25089309949,626.7234948179388,482.1283002206513,2658.0968021681474
Matera,714.0989636138214,268.35522307115184,300.58472679913086,36.526955427024575,2309.617624235522,1086.9201367074336,847.7678751267418,195.37072656071598,123.0698269727737,154.88151435665193,176.9791922397883,176.58291967726618,114.41264633187323,1262.0067825365604,608.7380126734146,252.39431234401414,90.28741712243688,80.51668416809184,89.39676108996069,436.4805101031579,0.0,85.14212350753091,120.87867810225956,1125.1777415515915,1616.1879908160959,211.4807797603246,25.026692430306447,1554.1305739296472,208.72833459252433,474.11526331844124,752.8713704832892,70.8868845336716,497.5867927262164,75.38085563096011,796.6514267175812,1121.0500000420157,355.63662015311104,71.86943312275694,1038.193514479338,123.48958645339793,26.34217428931118,1639.7532883393699,200.2999740625545,158.73558844709805,118.18815257216659,4.577639908127321,303.46246362403843,20.26366770186252,202.94958913305013,308.31396717325566,315.6971995903297,514.8306171040616,194.65810709707162,164.44518398867513,371.8461620984342,634.6340240918144,160.6412967114938,1309.321344453984,238.79920832965018,1441.4139174901388,123.37519540322464,327.37005664842764,610.8520965332626,95.3384583017462,1363.097564239283,260.06029416696754,740.019085038249,99.08979230696325,100.21437572941875,71.74794667652023,9.242821421543299,26.324972288975868,1126.9691422487228,125.40776495229025,97.22398195343523,529.5421336573855
Cosenza,1356.4416492704236,507.7374219505349,565.9154916933086,68.24256368801589,4367.604596148797,2037.6077578227907,1573.7916174909114,370.15583566597047,231.62180323625955,288.8216352700106,324.65895645384967,322.5314442925392,209.1697658860961,2247.687485223737,1006.6681230266211,404.5139776762784,137.06599066865977,123.79449951343945,128.95265257509993,400.83945058864913,85.14212350753091,0.0,172.12044712483427,1815.9950442902616,2919.6874777994167,379.10315021963476,45.76858102738398,2696.8228668533975,311.3804022568493,866.355741432538,1348.4335815343945,99.85086624426681,888.1313890819157,138.54768758824906,1451.0465618135117,2116.1306021717605,630.2128592790874,128.6559884649497,3679.1108808488793,212.67604227585963,83.41392679272266,918.6665806401493,366.1903516750347,278.83992047457355,92.97548693589567,14.934769789382132,531.1926497317618,35.328795326287285,327.0620764796547,223.64022740093404,558.5191927745932,912.6900572400075,337.39492959891385,305.0622996275877,611.4378645765117,1161.024669256481,288.5247125971647,2368.89988269163,407.27602443585255,2374.6537276912118,231.65720433890053,530.938501238768,1125.67861933078,164.55277766963673,2478.5916601319127,457.97845664920436,1277.7855196085516,189.1016513211473,191.97866825007242,138.3415880062402,17.770990726913304,49.38949134162052,2185.625999425938,245.38114634718806,186.23265281292527,1013.980239653896
Benevento,2670.539057485558,1005.5158360549561,1126.7344790994755,135.80480933702714,8752.101229458032,4101.7295944858815,3226.0059190097577,746.8371035501035,469.95964292193224,598.1021646697154,686.2879956966466,647.7611446132506,426.7752004440595,4756.03415851735,3476.042687499785,1340.0129095296436,509.35271748785374,814.6119462607428,128.42687770453804,894.7640928521862,120.87867810225956,172.12044712483427,0.0,18000.99298410783,6155.075257515774,780.9030871681092,104.61695211261093,17508.258593221504,4192.697442944927,1815.9363932190147,2882.7662363669638,865.1549321904862,2191.713678542022,312.817076703937,3367.7658472587054,4235.072666034686,1354.7314560398324,280.34075997935827,3004.7726314486904,453.18850896260153,83.39989176304424,1624.9029909156277,877.1583821772026,579.2258886038908,97.20161923465771,14.27759720827017,1413.8143986756425,103.58888921206615,955.0826994145855,583.7355534068979,1304.4795156529854,1905.2429091877443,816.851304695627,645.9505368903731,1713.0517473371242,2527.5430056710684,635.3544234113343,5280.728832973428,1016.3981692521754,6310.5785055972965,476.4382040985078,1650.300044823094,2419.0992512972903,510.31933423219385,7503.680257200585,1058.6629452470572,5105.5871944501605,373.83825163720877,383.8042789011566,273.3931637833396,34.57732572661287,98.36050140264253,4247.97235687933,478.79546487912194,367.3039438251611,2068.650880634605
Caserta,31067.23375906867,11692.477848077504,13087.70613853487,1571.1158827254926,102070.04259146117,47678.14767138839,37486.6423946702,8735.050226081563,5485.746281658937,6986.051837559504,7988.514177887282,7426.967063007339,4914.160690520783,54503.06758028861,43275.32154000084,15858.61240131334,5797.569742747196,11013.517751417836,1300.6200646840741,7751.905135529181,1125.1777415515915,1815.9950442902616,18000.99298410783,0.0,71003.08339218283,8923.245103665735,1242.8468942509617,404159.42908741784,26556.180105881118,21046.35800526397,33215.41265003068,7905.342100340695,26217.585074106464,3714.346687598382,40089.57994050238,49327.397154341794,15540.552170739245,3244.427839562189,34144.01648326354,5113.256753196411,967.8558790821729,15118.68056597731,10574.964680218834,6564.867756572157,950.5223543398856,165.07346740965403,17064.67367111986,1289.4086323355104,11031.142097048172,5079.312072333926,15263.956893340932,21714.985153980306,9521.704024130639,7569.687181230353,19927.88384634558,29611.013714435,7386.833005510052,61863.398241771676,11810.487996324318,72632.52510352628,5575.26035529915,19455.028494596983,28358.281858673385,6424.581204476392,99398.66620276132,12318.360981610334,74004.76868502545,4364.257423880408,4503.742650143788,3208.491224899871,403.4276677616473,1140.5657800643341,49766.246153659755,5641.50526486579,4293.4229938717845,24412.621148295697
Vicenza,498050.5342698575,202857.34116432583,253013.03295984014,35601.96682422773,1769596.2676673753,1026354.415125027,1076316.498532866,141174.73747156918,103377.76768780632,155337.94230977073,291662.43484457774,224456.3329708047,224595.93626427124,2597581.729259692,90474.96568529455,39748.68079216113,11055.78037870123,6453.859746778722,2737.6692717153023,7960.110642982244,1616.1879908160959,2919.6874777994167,6155.075257515774,71003.08339218283,0.0,311441.2363658121,13439.379161300243,95742.63423025381,9791.423986126469,1297151.9115514394,2854909.09750628,4650.9058076870915,187133.4546949276,42092.8759056801,393210.22240149387,895771.7092347579,625148.6015197841,140507.70952896465,72597.66869424691,74761.95656424567,2089.1225392756705,24530.074904349036,74498.6643459858,128057.00777154755,1645.99971909678,349.7335747457701,84260.60729390047,4046.2200700449994,41121.02125027159,6901.76207240765,198014.12607640502,617720.3324760204,93341.37501620458,156874.62069719966,87459.01604247511,640969.553021469,219308.93294887463,1177747.4008847997,93252.28872883586,395001.66122143023,103774.77472330906,58937.897408578705,597950.1469741168,16815.486281668345,214617.4545708865,185328.13406414734,83128.18421281238,63717.14865786631,58824.90996533352,38478.00262969288,5249.129190335653,23810.305874988364,563842.2786410457,54995.754932166914,58576.63356143387,289987.95127753186
Belluno,54414.050594001084,21695.328078640276,26517.433946046,3918.310840916067,178847.32918407192,100445.08988410152,89405.69761171285,14013.679835813042,9840.866607412323,13162.597447119575,18581.03994122779,41889.484739863125,23834.076049411084,376886.2802280679,10932.591871160597,4849.745624395765,1379.1169461965035,806.9411899605054,364.29474866894935,1028.9708994122625,211.4807797603246,379.10315021963476,780.9030871681092,8923.245103665735,311441.2363658121,0.0,1289.9882059123465,12027.935048454658,1243.0843057391091,64080.32390039876,136342.09883131948,588.1381424786426,19780.17676053635,3993.5308759847903,38646.24759334647,90888.25911870493,67902.78362333775,8690.767640513679,9355.876975639645,13311.683520821874,267.19754053357,3232.622873675859,7796.943758321307,31364.56666006804,216.9504143148192,44.785937133052684,9451.47064017636,471.3180816501738,5013.27452915628,902.4139331714008,19135.894670091027,204789.59640259529,9990.161048388123,12835.96220061011,10476.46570590175,49775.156380544126,15470.957136148934,96493.80309302438,10537.935939759522,47583.04039808673,9451.445071184155,7135.512194871051,47451.9999620702,1986.1462849966629,25408.207833531986,17803.504316587732,10142.063767254162,6807.218397908051,6131.377860426367,4139.724552669832,587.9108413187726,2523.740314408547,62927.985564259325,6112.853925464149,6305.16940145601,29527.880993078757
