Province,Varese,Como,Lecco,Sondrio,Milano,Bergamo,Brescia,Pavia,Lodi,Cremona,Mantova,Bolzano,Trento,Treviso,L'Aquila,Teramo,Pescara,Isernia,Lecce,Potenza,Matera,Cosenza,Benevento,Caserta,Vicenza,Belluno,Prato,Napoli,Avellino,Verona,Padova,Campobasso,Arezzo,Pistoia,Firenze,Monza,Venezia,Rovigo,Catania,Trieste,Caltanissetta,Bari,Siena,Udine,Taranto,Enna,Perugia,Terni,Fermo,Barletta,Forlì,Pordenone,Rimini,Parma,Macerata,Modena,Ferrara,Bologna,Pesaro,Ancona,Piacenza,Ascoli Piceno,Reggio nell'Emilia,Rieti,Roma,Ravenna,Frosinone,Novara,Alessandria,Asti,Biella,Cusio,Torino,Cuneo,Vercelli,Genova
Rovigo,17750.900049136268,7106.204952415866,8586.851178680074,1113.3263392909503,64079.6930762174,34443.63220693849,34189.60810083726,5339.683617331575,3777.274347684958,5851.837264879603,11079.597709393842,6057.538025649678,5011.2727156186465,79453.1123779846,4343.856704028714,1922.429841305286,524.2806943605865,298.6343949549622,119.91015084191174,356.4679251172575,71.86943312275694,128.6559884649497,280.34075997935827,3244.427839562189,140507.70952896465,8690.767640513679,725.2760181828271,4357.330349704913,444.23764211272453,31949.525615802406,93113.8710254095,213.87922901823524,10009.7907088183,2227.873404250846,21273.08690863756,31737.70323798814,27430.816942981804,0.0,3166.3279169646476,3174.5417928794714,91.22201561888483,1091.6099131186004,3827.34374540813,4769.425608060814,72.68461972774051,15.277510468462726,4320.147524288686,198.29762097146727,2034.9606691463423,309.70880576841637,12836.502158061932,20739.276585686595,5495.163732853102,6834.074480116252,4413.51864624653,35273.649849665584,24235.09083613961,77882.21126973773,5159.725304927272,20257.5149876304,4003.782515008036,2886.6250902042657,28955.65059213818,815.169486919239,10165.982058065181,12968.313142356086,3886.3998444211766,2371.223425706384,2313.453161176673,1514.99594053322,196.8931914507045,779.6003454470691,21981.311346871596,2229.641419255997,2217.441254352857,12082.207617290305
Catania,35643.184658405284,13280.98772311623,14720.023254043292,1760.1324691544742,114129.17996245509,52734.97814169884,40281.23644527319,9688.98622920388,6017.848566013775,7423.537727354086,8196.933781130896,8116.941092003475,5268.8957097506745,55097.105955440114,22126.568805995765,8775.329121553492,2843.0088705131475,2437.3296164347175,1848.551051536843,5146.432425687734,1038.193514479338,3679.1108808488793,3004.7726314486904,34144.01648326354,72597.66869424691,9355.876975639645,1144.3971378237684,50947.058342765595,5282.2899898265705,21796.38925171326,33228.62590962455,1857.5632221002243,21550.664748736825,3484.744969102136,36088.30010427544,55190.35767717122,15366.66523674154,3166.3279169646476,0.0,5045.4246908589785,7495.582113782738,13184.919066623363,9096.876112726592,6742.156950228815,1122.911955055167,1578.7196953718508,12569.243547245957,821.3026078621796,7217.490531067969,3395.8711065942316,13533.109921661411,22272.007932128658,8008.055764835383,7788.178978273894,13741.823394614474,29178.177597947026,7119.153716944924,58802.06908968071,9514.215189907778,53703.04659578548,5999.43030433284,11689.859368551863,28518.472055951777,3767.0117478175616,58543.214407026506,11061.223360476311,27911.326631245494,4994.154710471732,5088.3323721572915,3695.6740752232213,473.5878255899093,1279.7387302776044,58825.697917745856,6669.285219715478,4939.31542551969,26820.023135364198
Trieste,18644.76863668197,7258.137748879882,8544.273643411407,1147.4330326581787,61342.86819003771,31870.157759628397,27093.455415952692,4988.406620114722,3359.2057628592524,4476.06441396887,6011.036890817747,7719.406253208664,4785.339266173285,82706.5723591888,6378.355691277053,2935.163990814614,845.0976532504573,470.4808854503923,211.39632874617064,596.1815782671996,123.48958645339793,212.67604227585963,453.18850896260153,5113.256753196411,74761.95656424567,13311.683520821874,591.1926072317062,6824.757736227419,715.81299885052,17973.40885624573,38600.53323254194,346.69267339250484,10287.429585077432,1786.0728928497572,18251.33746318273,30523.93870838231,23297.993315972883,3174.5417928794714,5045.4246908589785,0.0,142.59737915747615,1921.5796187066737,3850.0636725659806,19968.296791458815,126.23369343972301,23.975233880036722,5228.196603201318,263.6964658566921,3170.498937399264,539.2910335170112,9711.213270981836,43925.88028336949,5762.561608810776,4675.689560086877,6562.006317765919,19253.913559054585,6114.701807825407,40698.18843207583,6492.279223599354,31157.688430114005,3329.7999138625405,4343.770273790405,17823.297073694448,1123.0086117686078,13879.183168366024,9181.988558660147,5736.897523129565,2439.0863052778836,2311.368793417115,1586.5127486461934,216.15354549073484,781.700890152795,24273.55427818453,2473.023154113465,2309.7495748707292,11649.869963844387
Caltanissetta,1038.9528110471576,386.7402789561798,427.93603975444324,50.9477332069686,3330.8923306984175,1532.9786034029976,1168.980064353655,283.49316215914075,175.60418879779564,216.37421682326243,237.74881393033021,232.6969285830829,151.58560284888463,1576.4137101666315,638.8472100639253,250.91656287562355,80.43285364852458,69.19016619685402,45.09369566612375,134.4316320491211,26.34217428931118,83.41392679272266,83.39989176304424,967.8558790821729,2089.1225392756705,267.19754053357,33.527887544269056,1452.7250154876062,146.29855604545367,630.0440251958155,954.6825397181848,51.90681879591264,629.457479934385,102.18788763928852,1057.1738541567395,1608.636699343964,439.8312005147029,91.22201561888483,7495.582113782738,142.59737915747615,0.0,339.15914769667353,267.8837354120973,191.2030359293247,27.776834071566487,152.1642102038922,366.3249529923481,24.01761480498236,205.67067168524164,89.33041033657717,391.50481875924015,634.5251284675359,230.64056369599422,227.27010702547693,393.0596983921525,849.1955445580301,205.73502157841568,1708.1016744685332,273.1547869193747,1531.6351073522028,175.3035675448608,334.6555450208684,831.3637405832023,109.96422384801805,1739.6661338738124,318.9760087162622,815.4425592583386,146.11379717482654,149.58467998925215,108.81052188005113,13.868488493391366,37.13373899906523,1731.766281929375,197.6962491278104,144.7616299803111,791.5407378563061
Bari,10642.415684803262,4004.7681631380265,4494.462044693701,548.424738860968,34426.169065725415,16266.714699248128,12724.93720249853,2906.6901967143713,1836.1906709238244,2316.1606299688447,2663.0213408018267,2680.3428595505734,1732.4543191578337,19294.092409709985,9072.668750583336,3848.174094044431,1394.732055096477,1158.58872277241,1287.6805458601323,4087.1867630880556,1639.7532883393699,918.6665806401493,1624.9029909156277,15118.68056597731,24530.074904349036,3232.622873675859,373.3318927572522,20287.62436375329,2676.0687749793847,7156.807336244817,11460.065376684775,1031.4250202523485,7444.3508861686305,1123.275347437415,11885.579134914196,16728.528765844218,5441.278660028282,1091.6099131186004,13184.919066623363,1921.5796187066737,339.15914769667353,0.0,2969.3530193956653,2450.8513395002137,1267.943436160097,58.61979719624292,4541.682400474091,299.87738437491345,3139.9939309721167,6438.331425928081,4782.1058375876355,7904.303967236125,2967.9025563148193,2459.000073404453,5722.04015288412,9527.046271207266,2432.182545831274,19712.819196913213,3658.6859716879826,22322.86574690064,1839.8539058458712,5002.9057191649745,9149.438448619838,1407.914364412028,19606.07737784814,3954.8501380390835,10559.902649643498,1472.399308405141,1484.0260695400282,1060.4152770603596,137.0766822267265,394.3359130170337,16640.693681385783,1842.2998781474973,1442.2788850682261,7823.171271823344
Siena,29935.656356669468,11450.6649745123,12921.22876083281,1490.6029331142713,106569.79773214264,49097.712339242586,40772.77932588889,9571.887115634947,6045.247336172452,8382.870690595846,9807.767466361716,6502.254106626401,4692.040621487626,51605.010376376384,16682.214575082926,6715.0428291362505,1686.9429276923777,991.6576793506563,316.0326490965143,1037.4312847788717,200.2999740625545,366.1903516750347,877.1583821772026,10574.964680218834,74498.6643459858,7796.943758321307,3721.823202009544,14221.168684876495,1386.8656495657758,23525.385797844312,34978.61177718314,675.551442366436,87869.79319652946,9870.762639875631,148558.26529720635,50732.857220937454,15244.122541785395,3827.34374540813,9096.876112726592,3850.0636725659806,267.8837354120973,2969.3530193956653,0.0,5168.932638448153,197.62942023564952,44.75008938898235,25366.173524793132,976.936761321233,6417.010544783322,863.9788803777691,25024.597757980162,18601.9362407289,12731.265910401458,10391.230803114751,14240.600107762439,45328.91966721337,9794.57601137398,102081.36703366369,13183.95503938007,55882.62096599273,6638.42620142905,10130.951787140699,41730.46479917115,3652.5814363362188,46092.93099734574,17157.144587199527,14621.573643916237,4366.2081453110895,4839.948189485457,3283.040965150086,379.8919237031347,1109.3952895999112,47385.54310732906,5493.350794827482,4287.779275337559,29485.144776121062
Udine,29556.848077484625,11577.648876496401,13779.769378379387,1916.2032975173738,96439.0788714258,51366.639148791175,43901.15570229949,7720.364400772685,5263.471757752056,6968.004117770403,9426.749703793324,14927.285569885962,8708.454640212849,156632.74088961698,8025.256808036955,3623.898162193254,1041.8484784747209,597.3410935405986,274.1506161459026,766.8317150577,158.73558844709805,278.83992047457355,579.2258886038908,6564.867756572157,128057.00777154755,31364.56666006804,815.935442892998,8809.703942030501,919.0788789284898,29469.627573190155,63758.60982105715,438.79597554779525,13457.878728440883,2491.6956790127315,24877.26522817935,48374.84328519137,38072.70084621115,4769.425608060814,6742.156950228815,19968.296791458815,191.2030359293247,2450.8513395002137,5168.932638448153,0.0,162.95863272920806,32.10595796684786,6675.427686870038,336.99381547345894,3812.672915118388,684.0279448543147,12743.281054131,124508.17184157549,7135.732901166482,7070.116242093304,7902.968736663247,28314.75830143199,8890.193409151825,57762.953647407136,7803.845052256447,36576.17467816092,5137.687269676784,5334.445383053133,26567.4334139277,1430.8975105365876,18035.945856428963,11951.913836243784,7362.898512175474,3793.6365919499726,3514.2201206847826,2404.88543241287,334.7961751250664,1278.5787474674817,36871.91416256385,3680.512592269821,3565.047430638743,17334.92189870902
Taranto,733.8485164393081,275.56123795210976,308.51549367656145,37.551076001150996,2364.4692525121513,1113.2618990012968,865.758500058146,199.578350621627,125.69794558195483,157.6262750119126,179.68212661961394,181.83009593433937,117.29530327077572,1286.7633810319116,566.9312009034821,236.40653514575996,82.84866636538243,69.94714549786563,166.51993711853444,261.6968274056472,118.18815257216659,92.97548693589567,97.20161923465771,950.5223543398856,1645.99971909678,216.9504143148192,24.949101220101884,1323.4647428815938,166.46470251824277,482.6979743476912,765.0004447479331,59.55294571116825,489.3312252639733,75.30341602321664,791.903172174737,1148.463951848563,361.399423517335,72.68461972774051,1122.911955055167,126.23369343972301,27.776834071566487,1267.943436160097,197.62942023564952,162.95863272920806,0.0,4.837703387862605,294.48328513381153,19.326057711761223,194.17962597966903,210.3527157712813,314.5340008717797,527.1483532913787,192.79432385122988,166.5746636860125,358.4882829574429,639.9316430866372,161.96943716748513,1314.9212926032048,235.2676140930239,1404.0484468772595,125.62494753452782,309.8576943958165,617.1860129944574,90.14060317699794,1287.713368502498,259.85369980079,675.0040556127007,101.62156396610143,102.39153947997971,73.43038349486565,9.504651646965572,27.03588354045759,1157.071745596028,128.37091291299717,99.69381985679297,538.2732939163084
Enna,173.16845371097395,64.48359255437204,71.38759793263982,8.50715266854125,555.2646740131466,255.79947335650098,195.21427393580456,47.2406075071093,29.28316386977675,36.10776591254178,39.734482894849634,38.948172126880564,25.360269538169632,264.2626030894348,107.6944099235623,42.34819536191164,13.617441723373751,11.754909842062782,7.840930183606414,23.321196855995005,4.577639908127321,14.934769789382132,14.27759720827017,165.07346740965403,349.7335747457701,44.785937133052684,5.600977074382313,247.9677637783741,25.100318209734937,105.3569887179118,159.92269055971005,8.848883981234465,105.37202248187147,17.063475273794932,176.66412407435286,268.2306093876392,73.74790904139422,15.277510468462726,1578.7196953718508,23.975233880036722,152.1642102038922,58.61979719624292,44.75008938898235,32.10595796684786,4.837703387862605,0.0,61.42922231855428,4.031549737385571,34.68312970749475,15.390674605588009,65.59680489847865,106.44349621042116,38.70395105476145,37.93542413300023,66.19819084494334,141.90979928490776,34.440028693592375,285.69458801240427,45.891180491668244,257.9185599248195,29.233789230724735,56.4270181745709,138.84386468319425,18.479471068243473,291.5623814058413,53.469963199199285,137.539966274355,24.33636153579432,24.89570393048773,18.09835924578948,2.3085151441643257,6.197229858017869,287.92670132246377,32.8244225806331,24.100608468547755,131.6958581139556
Perugia,31474.53694833018,12028.185208582752,13638.374746381018,1621.9082529348402,108767.77282914202,51259.745207343156,42404.64831479696,9508.230458769074,6067.678229897513,8239.691515783301,9981.316969568012,7584.299838270997,5311.232200804409,62492.18515653989,36066.83931836409,14922.909933920388,3291.4472523033432,1703.2574071912006,463.19373866630883,1591.143609090276,303.46246362403843,531.1926497317618,1413.8143986756425,17064.67367111986,84260.60729390047,9451.47064017636,2286.6899113615946,22439.3441560877,2195.689250865469,25177.79535350577,40608.675958780244,1137.646617591224,92779.79713200322,6363.216028325174,81198.53475979435,52319.10602723788,18634.322604916655,4320.147524288686,12569.243547245957,5228.196603201318,366.3249529923481,4541.682400474091,25366.173524793132,6675.427686870038,294.48328513381153,61.42922231855428,0.0,2639.487641190791,14663.83639514489,1351.8601447490203,28955.434073085766,23236.7224317288,19575.281876979858,9677.48875269204,34979.02809156433,42005.18467687759,10513.011075281542,96649.2663916441,24377.360507521546,118839.82245007696,6444.0354381672605,24257.77552466127,38324.72604437353,8595.428518589679,80077.30381950637,20972.34382504153,25632.38974544915,4477.306310712796,4759.456531383709,3275.3950654499863,396.39387875682445,1185.8486825630716,48586.76332428655,5502.626475287292,4374.556010968378,27261.08420430505
Terni,1622.6222292371351,616.2380922308341,694.3786240811363,82.47886259910148,5520.554777753465,2581.2249714523755,2092.2267935792843,480.73839275502405,303.95469244239865,402.6717652386521,473.7909853452208,384.0959287868576,264.19086534839073,3029.339465556875,3796.6918925112404,1192.8180379298044,248.81943978305628,134.38421776616764,29.81567763463307,109.27341226085441,20.26366770186252,35.328795326287285,103.58888921206615,1289.4086323355104,4046.2200700449994,471.3180816501738,94.45701848160259,1677.4906344587544,159.4877464087409,1210.5555350338384,1925.0980632773508,85.1746083862432,2650.824498608936,272.1777593937065,3209.2069220292706,2655.4389605217,888.2894180221589,198.29762097146727,821.3026078621796,263.6964658566921,24.01761480498236,299.87738437491345,976.936761321233,336.99381547345894,19.326057711761223,4.031549737385571,2639.487641190791,0.0,852.3253093105249,90.95643382703402,1136.9123534032806,1153.4215159440344,740.8991167100471,459.70474110465085,1748.5280642353846,1904.255593435277,470.67948953993465,4186.77435269224,938.8092724567963,5510.434827872538,318.45346239007307,1744.6253033988762,1777.893074971967,1783.9171383243975,8466.035924824677,865.2511342621365,2328.5636305695684,230.8547736691793,244.649054622673,170.55486631144345,20.745884693122417,60.30174220898517,2563.7144867049465,293.10831169218704,226.54605752122717,1386.624253564405
Fermo,14746.547299918773,5631.704171965073,6410.368829896201,782.439098393233,49723.88559236232,23852.426908551282,19593.60985795185,4255.070555156122,2735.8899958690035,3644.07281696398,4472.824160874361,3896.9205812836876,2638.6901779001223,32573.83686352324,25110.71250366919,17547.25745757752,3453.0974367711015,1189.2192119625104,301.7576222067107,1054.4573955898675,202.94958913305013,327.0620764796547,955.0826994145855,11031.142097048172,41121.02125027159,5013.27452915628,755.5072921096868,14019.341458756131,1442.8393113392037,11772.935714539439,20074.109251235546,824.0137718479759,19250.56296955796,2185.047598053485,25097.97567115338,24119.1387986361,9676.207485140174,2034.9606691463423,7217.490531067969,3170.498937399264,205.67067168524164,3139.9939309721167,6417.010544783322,3812.672915118388,194.17962597966903,34.68312970749475,14663.83639514489,852.3253093105249,0.0,960.4077758605428,11344.883879172456,12677.299094600134,8479.694817482596,4097.457144831859,64976.55535167873,17316.568483882184,4676.250223836902,38836.64788826385,12614.733606054948,133170.0769328424,2830.900012470056,37594.93159319609,15932.73589943168,3787.1221897817304,34479.65540844763,9152.312916448906,14974.863757328414,2053.578615985127,2110.480888196962,1465.9008209940057,184.1843594629446,563.3335835317718,22187.181051239728,2453.0929053450004,1996.8752105182427,11556.416444818078
Barletta,2957.775448433268,1114.1612835036187,1251.3160503128308,152.48278975240157,9608.563295998994,4539.980850131883,3564.580398145082,813.0371430011837,513.9005458687328,651.0458013316704,751.2293969742545,744.6058379360252,483.60972765075394,5425.050638794488,2847.486804925246,1208.056003208607,453.6611626609799,394.16428623591656,243.62686386464534,1306.0021245656305,308.31396717325566,223.64022740093404,583.7355534068979,5079.312072333926,6901.76207240765,902.4139331714008,107.4425874354698,6597.86265859981,927.4045979994464,2013.2019601267373,3234.1098539279074,372.82214885417557,2179.2188836665714,322.4153215022645,3432.375788849057,4666.108080782947,1536.1889554494537,309.70880576841637,3395.8711065942316,539.2910335170112,89.33041033657717,6438.331425928081,863.9788803777691,684.0279448543147,210.3527157712813,15.390674605588009,1351.8601447490203,90.95643382703402,960.4077758605428,0.0,1380.9861190371685,2212.170578499546,864.3456525260098,694.9114111787073,1729.6054117339065,2708.1517290657403,692.2771365833225,5632.841085316269,1073.600212154031,6662.236353411331,516.6685951909158,1548.5136546951246,2593.8809163428346,431.55050715516836,5956.799845342933,1138.7446742368816,3341.419188470795,409.99274567285397,414.7458386325702,295.7264938301012,38.046782851496076,109.73650075798439,4624.033653022717,513.220131664508,401.5822781294348,2198.0610022951955
Forlì,53925.73606873559,21049.003483776356,24480.848455623676,2976.4878352223454,192878.40867683385,95117.91711643108,84947.29532026434,16740.47278415466,11152.431395702295,16409.080169441364,23285.576798919457,14491.835287081045,10765.793114535436,141288.78718861632,23142.84879496902,10304.354007148586,2653.587715960314,1443.0699647197614,509.8979281881686,1594.2317252444693,315.6971995903297,558.5191927745932,1304.4795156529854,15263.956893340932,198014.12607640502,19135.894670091027,4682.554728368286,20346.24400321975,2051.8491467680865,57405.29553456814,101830.2296332582,1014.6283265277273,80138.12022533276,12820.626480033785,151681.0041592169,93491.13024685289,45167.4013003244,12836.502158061932,13533.109921661411,9711.213270981836,391.50481875924015,4782.1058375876355,25024.597757980162,12743.281054131,314.5340008717797,65.59680489847865,28955.434073085766,1136.9123534032806,11344.883879172456,1380.9861190371685,0.0,47560.97488152939,58719.660202417006,20632.353045618096,26101.288634523225,111185.33972423247,35785.35525919899,343240.0955883663,39542.207787500876,120204.88732824168,12134.515024972765,15978.291035819268,89556.64119278548,4509.501867988578,53027.915770006584,157082.7814765607,19435.461125605412,7533.875867668065,7830.509432863739,5215.65733541592,642.0484407638623,2154.843248092205,75642.60333739656,8155.011830267696,7223.210867121589,44038.02480811373
Pordenone,112011.79320354146,44306.97362146891,53419.19309589808,7564.753708742029,370552.4726880512,202092.12894439948,178657.1951412159,29519.779933392056,20453.722876554428,27611.575292451973,39199.91196775227,63937.353109693686,39129.84481278443,1006644.3485983175,26944.01697925019,12077.41622611981,3432.6864898952963,1976.0584859112148,883.5622942334498,2502.8593022524924,514.8306171040616,912.6900572400075,1905.2429091877443,21714.985153980306,617720.3324760204,204789.59640259529,3035.651409912813,29181.269332373646,3025.2699487213413,128357.66788789284,312768.4316696274,1442.6236703550608,48144.90690898873,9314.304085964339,91725.36669461279,186652.80902637207,196507.14700246422,20739.276585686595,22272.007932128658,43925.88028336949,634.5251284675359,7904.303967236125,18601.9362407289,124508.17184157549,527.1483532913787,106.44349621042116,23236.7224317288,1153.4215159440344,12677.299094600134,2212.170578499546,47560.97488152939,0.0,25512.659846845298,27878.909918416746,26532.247491661885,112311.83995894194,36614.31786030842,226298.4673831786,27105.27084705248,122336.5425897703,19987.65486570634,17836.76194272992,105038.6103967723,4864.67214032475,61459.50084461903,45102.896715904855,24694.111152860347,14285.812874577474,13154.343797749181,8912.078193960433,1241.4844874220116,4998.802593811451,135366.4767386739,13391.589057140067,13338.660566649098,64648.35917189469
Rimini,26809.666277031083,10398.468123648105,12032.25411094191,1476.1889927413813,93725.65528285694,46041.97209292909,40012.421479409786,8064.2571185510005,5319.71372551802,7537.865242111249,10208.078521926634,7426.9589690589955,5319.842773486345,71932.67443094886,15365.108460956659,7117.501070939034,1787.4912408840041,918.4169251103832,310.6818435401975,984.9588128982616,194.65810709707162,337.39492959891385,816.851304695627,9521.704024130639,93341.37501620458,9990.161048388123,1886.177752062566,12589.3653518734,1276.257590043038,26229.042355860216,48113.15155662369,645.5673818889205,45072.7617583998,5241.39705566265,63210.16999935991,45526.77773888855,22857.022159874472,5495.163732853102,8008.055764835383,5762.561608810776,230.64056369599422,2967.9025563148193,12731.265910401458,7135.732901166482,192.79432385122988,38.70395105476145,19575.281876979858,740.8991167100471,8479.694817482596,864.3456525260098,58719.660202417006,25512.659846845298,0.0,9007.455182760523,20529.739871134676,43517.882723859395,13511.961585724503,113609.33550248631,53963.9905212853,102371.1632314063,5661.675033705902,11358.509802267743,37243.036395284435,2940.4578483496125,32721.28668898449,45447.16050172384,12245.009154128998,3725.4121565983237,3837.657318303033,2592.946970936502,323.00780514041173,1061.854678054299,38192.56662595843,4136.589962221614,3583.7348902108943,21290.716283389083
Parma,67269.2981307581,27266.120897316345,32250.16773154945,3454.6576546661963,289219.8032174638,139066.440837018,139131.23654072772,27380.96835976875,19938.166451851805,46441.39235017098,40791.72484750704,12040.425869928013,10020.775822736032,84063.17892676969,9743.706761316122,4128.960470612337,1129.7615325074382,682.8878078543675,274.7215312093452,822.4341314530882,164.44518398867513,305.0622996275877,645.9505368903731,7569.687181230353,156874.62069719966,12835.96220061011,2189.375160015915,10274.086145402602,1031.7608818574215,68039.63815892347,63737.5931919872,484.627104623596,23182.43673206404,7525.180682474278,59029.65750920762,136184.62343709348,23501.553397994096,6834.074480116252,7788.178978273894,4675.689560086877,227.27010702547693,2459.000073404453,10391.230803114751,7070.116242093304,166.5746636860125,37.93542413300023,9677.48875269204,459.70474110465085,4097.457144831859,694.9114111787073,20632.353045618096,27878.909918416746,9007.455182760523,0.0,8750.529904307556,145954.6288451223,17532.304190292743,164111.37870477495,8894.890204070676,37664.26352823824,28937.196227687193,6092.866724897866,275823.7793282275,1881.7811675647938,24854.112154754403,16770.924258410127,9149.687336639363,9866.68845887506,10724.339418714153,6409.177380909164,744.5640973862205,2710.1695474438593,84599.7325900819,8559.95288787237,9207.664688691491,60682.54880341698
Macerata,30599.386111971788,11708.868041587362,13351.63007025406,1628.3238877097235,103801.30436688596,49879.97952765628,41265.33052096608,8901.453225604031,5737.747417722581,7706.992393061308,9554.591073814994,8099.423794867264,5529.928992201374,68992.20180861671,43732.39598917254,25890.808562023398,5294.793753587949,2090.162431035194,561.3924120929235,1924.2469135669548,371.8461620984342,611.4378645765117,1713.0517473371242,19927.88384634558,87459.01604247511,10476.46570590175,1671.7650454706447,25590.845296121734,2610.987551949717,25026.742336453706,42948.223571273775,1443.528371271595,44874.102842570115,4796.263768760343,55996.84378424311,50330.984192421114,20665.368713602107,4413.51864624653,13741.823394614474,6562.006317765919,393.0596983921525,5722.04015288412,14240.600107762439,7902.968736663247,358.4882829574429,66.19819084494334,34979.02809156433,1748.5280642353846,64976.55535167873,1729.6054117339065,26101.288634523225,26532.247491661885,20529.739871134676,8750.529904307556,0.0,37562.6759092141,10228.98070921994,85598.54883636309,32474.060406210378,390867.4236215794,5967.0995875469,52471.71969097536,34290.87515362295,7349.466111362616,66944.63550295346,20847.923554606215,27313.951085380933,4266.101451742444,4396.249439433065,3041.2443754833043,380.67968170197594,1173.202549932061,45807.52503624411,5061.036292769449,4144.205898018017,24195.03869368038
Modena,187869.85992107185,75073.26258031993,88830.3683513921,10301.812086754091,734627.7516657866,366363.09442150913,362618.3076822858,65842.93669758872,46050.005517956335,82147.58065777503,136861.78897211677,42526.78743229503,34907.4855890493,351143.2644847909,39803.37661483241,17051.418951217136,4597.180476022084,2705.3252111246425,1050.478810317303,3181.914858194806,634.6340240918144,1161.024669256481,2527.5430056710684,29611.013714435,640969.553021469,49775.156380544126,10895.384566620316,39991.55959427904,4020.1492493757573,244161.47436623694,282356.75996169,1914.8757267846927,106235.35084981206,36635.692319516274,286956.9698579744,353028.65544472303,103252.88301457335,35273.649849665584,29178.177597947026,19253.913559054585,849.1955445580301,9527.046271207266,45328.91966721337,28314.75830143199,639.9316430866372,141.90979928490776,42005.18467687759,1904.255593435277,17316.568483882184,2708.1517290657403,111185.33972423247,112311.83995894194,43517.882723859395,145954.6288451223,37562.6759092141,0.0,109522.26431608183,1389869.1275712552,40961.33682048675,163981.7485178732,55584.41158571544,25449.97311292544,1088694.216403543,7722.340790537546,99155.85190825291,89283.53360499283,36338.05951145913,26704.91358269756,28290.75672664922,17842.374260108525,2135.576162105197,7704.127479143166,246174.34315037465,25675.909375010822,25207.859545667103,161582.73288464328
Ferrara,39283.172652678426,15672.818127474053,18758.508178991506,2344.6540882558534,144491.50325926775,75562.83107870181,74471.91142968353,12307.249414366006,8627.883278644294,13764.662433241261,25921.32358456453,11616.0980739257,9477.609917878128,125552.87329618365,10086.428229116658,4433.876182798085,1195.7262357189757,681.5052275398039,266.1592409250474,801.0486139602083,160.6412967114938,288.5247125971647,635.3544234113343,7386.833005510052,219308.93294887463,15470.957136148934,2003.663319089126,9922.428431490704,1006.540816826965,63122.971004850835,116548.71904298045,485.3660019370272,25554.083324531784,6150.409581920292,57776.10668808179,70869.28414767626,40747.22522227826,24235.09083613961,7119.153716944924,6114.701807825407,205.73502157841568,2432.182545831274,9794.57601137398,8890.193409151825,161.96943716748513,34.440028693592375,10513.011075281542,470.67948953993465,4676.250223836902,692.2771365833225,35785.35525919899,36614.31786030842,13511.961585724503,17532.304190292743,10228.98070921994,109522.26431608183,0.0,285893.7072658388,12212.64381008068,46476.39673290659,9446.714698755704,6679.818836214301,80273.23073922917,1918.5229024230568,23887.854455434423,34629.79946467616,8982.534284453657,5357.682326820798,5373.373821272034,3496.4060643771954,442.32096450612073,1677.2737822319443,50129.57878735063,5163.424533353285,5037.484008653048,28932.967763808505
Bologna,312013.1064457666,123397.22512243236,145029.87466289217,17268.242646971532,1169211.4556659833,581829.7009191365,550757.6154419516,103110.81202911024,70424.4987414202,113569.46385354621,180172.17897589272,77588.9188826427,61439.19734119289,708195.5175315471,86457.14486600981,37414.13892683703,9944.971321009989,5714.45425916616,2149.382082780907,6581.294119283136,1309.321344453984,2368.89988269163,5280.728832973428,61863.398241771676,1177747.4008847997,96493.80309302438,25767.55635178535,83200.51895561705,8369.040213385206,386917.5647823472,565600.4550976052,4034.572020164396,257155.41765880474,79637.32479863914,697655.2191477489,564575.8272119459,217841.74763137987,77882.21126973773,58802.06908968071,40698.18843207583,1708.1016744685332,19712.819196913213,102081.36703366369,57762.953647407136,1314.9212926032048,285.69458801240427,96649.2663916441,4186.77435269224,38836.64788826385,5632.841085316269,343240.0955883663,226298.4673831786,113609.33550248631,164111.37870477495,85598.54883636309,1389869.1275712552,285893.7072658388,0.0,100705.07642206947,378664.1609291732,80513.97847205604,56457.32599071506,842224.3213327999,16837.573620846615,210595.22622579872,263826.375403953,76936.33691858003,43960.532439935974,46201.12335756649,29885.39792461353,3619.554933272977,12688.691529177788,421515.50967824686,44688.416403448646,41797.880326693674,263321.7864637597
Pesaro,28257.804748962873,10914.637075414934,12579.97033542559,1546.497641892474,97589.76548428214,47718.286690105,40784.071895668385,8367.822697224263,5483.678358858477,7616.165799286397,10020.19388377931,7848.23582019743,5506.896064004677,73774.93649011587,20070.643536781827,9684.845906187955,2376.8103584123373,1158.8625215926033,377.07073378343404,1211.088702530852,238.79920832965018,407.27602443585255,1016.3981692521754,11810.487996324318,93252.28872883586,10537.935939759522,1777.3137735994048,15509.907768568359,1579.058369107891,26111.57878874691,47509.976052824204,814.4154023203326,46130.79740734312,5001.9084352679,59653.37102276435,47425.32405467204,23045.9572296384,5159.725304927272,9514.215189907778,6492.279223599354,273.1547869193747,3658.6859716879826,13183.95503938007,7803.845052256447,235.2676140930239,45.891180491668244,24377.360507521546,938.8092724567963,12614.733606054948,1073.600212154031,39542.207787500876,27105.27084705248,53963.9905212853,8894.890204070676,32474.060406210378,40961.33682048675,12212.64381008068,100705.07642206947,0.0,183138.71854523828,5774.987492622687,15906.26610779611,35981.753612370216,3753.139877820676,39995.4327174991,32092.00839278922,15294.906888306725,3920.828354701311,4025.678707826515,2742.3516714507696,343.3973941281053,1110.3902002063642,40743.78559119959,4430.016181493786,3781.07573555596,22193.985552099435
