Provincia,La Spezia,Varese,Como,Lecco,Sondrio,Milano,Bergamo,Brescia,Pavia,Lodi,Cremona,Mantova,Bolzano,Trento,Treviso,Gorizia,L'Aquila,Teramo,Pescara,Chieti,Isernia,Lecce,Potenza,Matera,Sassari,Nuoro,Cagliari,Oristano,Cosenza,Massa,Benevento,Caserta,Lucca,Vicenza,Belluno,Crotone,Salerno,Prato,Napoli,Avellino,Verona,Reggio di Calabria,Padova,Campobasso,Vibo Valentia,Arezzo,Catanzaro,Pistoia,Firenze,Monza,Livorno,Venezia,Rovigo,Pisa,Catania,Trieste,Foggia,Caltanissetta,Bari,Siena,Udine,Taranto,Siracusa,Enna,Trapani,Agrigento,Grosseto,Brindisi,Ragusa,Perugia,Terni,Fermo,Messina,Palermo,Barletta,Forlì,Pordenone,Rimini,Parma,Macerata,Modena,Latina,Ferrara,Bologna,Pesaro,Ancona,Piacenza,Ascoli Piceno,Reggio nell'Emilia,Rieti,Roma,Ravenna,Frosinone,Novara,Alessandria,Viterbo,Asti,Biella,Cusio,Torino,Cuneo,Vercelli,Savona,Genova,Imperia
Ferrara,484603.47087162954,2598831.5509961173,1102921.6114664467,1843421.8445136528,325459.5197185218,7846954.221882263,5646971.824200123,9453212.07693185,1113595.4631570699,697944.5322414006,1906471.3407953805,3576211.1348653496,999369.5561935991,1165005.7699097537,5934093.029949046,529311.0990525292,240635.3710748891,325071.0865513508,137488.48856696158,754447.4431935593,44401.855963645445,112550.78804970541,301309.4340609394,30907.62985231449,52850.86421238188,22549.11646167862,51957.02416620298,9839.627657151896,35708.37959437137,369143.7958029219,92123.44337912182,277549.2132581847,997759.379373436,11966534.547615131,795388.3924473035,12077.310399832604,265335.9132751641,322984.6054114664,940416.5637136004,217415.2878297875,5503759.5805464685,30097.354715455578,9716046.877477111,139390.61586497145,19042.21651541985,984046.3143616741,27436.658643267347,567425.8178654413,3098687.6732779862,3011965.156278128,564337.2939190292,3318427.214580559,3429991.8433688553,947478.6656533715,153199.64047359934,371363.35733004974,137979.48536523536,31838.755310726516,367478.28833760484,658616.5974917533,1620761.5958194474,331182.17442744406,75710.3656696444,6404.293942439875,31842.963119299257,17270.709439228962,89125.03977843854,97562.28026668043,25676.062946077644,1063892.5384480965,245052.41418917905,182226.1990049067,54519.73875878598,62811.56277512903,53326.75350522133,2510524.488210271,1797876.9782890023,1022962.8032531146,2967014.1386017487,434924.01558456075,10526403.895223033,455320.8996753855,0.0,19596684.353682335,1494568.3893779458,1582690.061710362,1286554.769961936,275945.88987481507,6922365.732821762,86672.41833261399,1322431.0957288018,2842137.863068804,609125.4699253679,1246939.674081262,781514.2092475895,69631.31677679888,423012.60805178934,148335.1378325771,307360.6394942364,5334210.7420284925,997687.6817671866,438586.45127031684,271916.1332661209,1257380.6654072024,45243.50774504987
Bologna,3033273.763342287,12631818.607621012,5314035.051623015,8721784.915597344,1466857.1113552067,38857364.36066794,26608767.27449909,42782768.00216627,5709421.76557771,3486276.9210294425,9626042.166311486,15211609.802449185,4084952.529683115,4621641.432604151,20483413.695580855,2145845.295186276,1262247.2113097426,1678618.4976676723,699776.8688125248,3852562.13091437,227839.0500740608,556214.2145329207,1514909.2752867443,154161.6029561289,282634.5652875894,120144.50565231846,272242.89973936457,51959.658688072814,179413.57517032934,2455804.1680134498,468564.56256285537,1422449.8394270125,7018251.298922189,39326536.52191106,3035868.512092608,60350.05206885065,1351254.6185313493,2541860.883845255,4825583.091874154,1106256.4371272996,20644859.74916163,151817.51280560278,28854484.20222515,709060.2266980171,95812.85660388904,6059996.580382249,137594.2108095748,4496174.777180712,22897699.272917546,14683704.812973216,3663828.003395359,10856675.003668468,6745407.286456426,6388712.755848788,774360.9644509768,1512586.8240616578,692301.7433268712,161764.43362816848,1822660.2583377224,4200635.28029587,6444345.093503595,1645337.9180122844,381971.1969216655,32511.067815518072,163456.50843482523,87887.05756341861,528106.713713898,481933.0034604253,129828.47908130896,5985365.434201605,1333935.2064830125,926139.2290879446,275179.6983226892,321167.7852760106,265530.3228840516,14735966.020565432,6800049.981072718,5263527.888364551,16995767.484265115,2227249.6529363133,81747219.9742177,2409405.352421313,19596684.353682335,0.0,7541868.111189709,7891128.146172802,6710273.711227712,1427253.1776062394,44446037.20334286,465494.8734043876,7134538.716339732,13250578.60948376,3192720.1199939507,6261132.519431404,4112101.5113091758,387666.3138727681,2212646.1080826116,742819.2605757198,1422926.935205596,27448027.58858004,5284126.544403051,2226984.823332144,1489980.6409828782,7002966.614317556,247222.38096930078
Pesaro,396754.9697968683,2042488.235842784,839182.5047879741,1350689.7946437018,234540.0594149246,5790454.49290518,3896205.101959538,5656229.896269041,827234.2160305808,484661.13014037476,1152525.8491302286,1510398.9370762308,737713.0366360522,739580.9140626781,3809659.03234684,562734.8646370182,523158.0698620422,775777.2967632632,298592.35206068645,1603484.6646619358,82492.30119586398,174212.52921274683,497713.4512890423,50198.52461163529,67769.71557432672,30170.35570327052,69509.8662529762,12861.338434661451,55071.32674933654,302888.39468843304,161015.44911949313,484840.7686208695,904378.8991775626,5559313.247847659,591925.6898690633,18349.62165432144,446272.16790000204,313019.0366984776,1606057.4594376218,372654.56059748365,2487452.081405686,44727.971908018764,4327294.7444156045,255540.49513715535,28774.534318548493,1940866.9432006206,41654.388635812065,504185.51009696326,3495538.5103602163,2202174.723250897,580140.9642355317,2050588.7814137824,797856.128795738,913504.923447661,223692.75308930702,430794.87232418207,242902.4782170449,46185.56272714173,603962.8438817314,968595.1993255408,1554411.9802508086,525588.1891170819,109484.52962774473,9323.662632456628,45886.41669218515,24834.77600717507,133521.67808567945,152909.19973919098,36931.72504533903,2695298.626256572,534023.8468954555,537082.1601938207,81219.52622233809,91940.95936310614,90356.06596809778,3030886.0701999892,1454160.5017301994,4463700.700357389,1644639.7368106705,1508575.9945684273,4301315.573796085,808993.2932090274,1494568.3893779458,7541868.111189709,0.0,6813859.352874371,859306.4997665928,717921.6632972595,3390124.852664171,185250.0125231087,2419111.450608924,2877674.243766481,1133194.0415480733,997001.6634674699,639703.1702238758,131521.9219981782,362496.78793905344,125820.98467288761,222315.36622414197,4736821.952738067,935215.4172388586,359671.87276816333,241612.21865161796,1053801.1366789688,43638.33355283173
Ancona,483091.910666834,2622391.8236593003,1070834.9057795564,1713172.717264716,297774.44024777866,7309727.037015535,4881834.84765371,6924066.267505255,1039679.8448022027,603465.7527672779,1397340.3613497529,1762289.0545257176,940149.2157789293,917387.279193442,4572267.843014363,748742.440976179,975004.4365880426,1634253.6629313058,606495.1939416854,3172701.847362866,146473.69950354288,285935.61983169493,839672.4324817439,84314.85637631488,97001.02062037819,43924.003930305254,102479.4688878964,18696.47749049087,89349.94872083596,362130.3062728521,278182.73377072794,829697.4486280521,1061434.137648478,6552663.88074509,743740.0122837257,29631.9223103293,752098.6700130758,342554.4424656242,2707839.663325917,635797.0648632199,2942738.7821826143,70973.34510437073,4989704.361808887,455427.3764425723,46131.804483030566,2080704.0787014093,67090.99034968477,562842.8791775118,3786544.110105984,2780963.124074867,706474.040575231,2388477.26154576,871648.7194265666,1091016.083138833,351346.1443699935,575302.006568031,427623.3117084576,72062.62192273012,1025397.742117477,1142432.867187462,2027277.0461432328,872816.3353475302,171348.67575664623,14581.33338211745,70850.08492806267,38546.25506236128,176122.11250518687,252830.39464853605,57569.51367503864,3656280.67882095,872220.8702039424,1577707.9620405654,128984.7367019684,143420.6791997016,156024.24306723126,2563823.6345175426,1826299.997594435,2356274.9743324067,1937835.8702634482,5052628.854346041,4791594.0923857,1330149.129608421,1582690.061710362,7891128.146172802,6813859.352874371,0.0,1055228.6396021487,1613743.0203620337,3890781.884097173,316266.78446164104,3874718.6983205522,2470199.573608592,1939865.7431766973,1278103.1638491633,816357.4651369178,196931.83653035195,468050.53500232776,163669.66498528747,281848.762971215,6194131.484950597,1229468.8418739694,462777.7688552352,310452.9428053018,1331917.4705167192,57146.79201851882
Piacenza,848775.3089253178,6589139.37929762,2909325.214543255,4683081.181271511,591495.9576630063,29682088.53277878,16084054.946040021,21114997.932076342,5587874.917583476,4205110.493272604,10122019.45671563,3429271.220618987,1015634.2153981938,1178942.6602308843,3315533.595635248,368803.27971284307,199572.93497893144,258393.84718088733,112530.20035757581,624722.7032034167,39383.80875304264,107126.97320484837,281068.7780286677,28862.05845675393,63423.19915537091,25879.529116116355,59313.0271117399,11538.126963304658,34859.719141767375,518608.09924413386,83994.65115414193,254705.20479835104,1071583.4552392075,6884855.401707846,590814.6119459708,11834.624879388415,247916.05753882858,242157.71758468734,875710.6207884221,200628.05695112006,4654843.015502309,30343.643694585575,4149139.215337238,123712.4806442884,18900.95309512018,687125.1212649011,27027.171206406183,465391.04202336195,2253746.3992690938,10146235.394129667,648406.6186214286,1542724.5687148247,688985.1494438817,1062568.2478348708,156974.9434636516,245885.46171757736,123572.95592235844,32985.99252754079,337994.632448143,542754.094845735,1138850.0377556973,312320.6649671631,78004.61689219385,6609.731390198704,33504.64896015023,18051.998347533245,84381.11308898607,92010.42923972511,26640.541031039527,792901.9907375774,201590.76541865573,134130.8114278471,54903.82074124996,65017.755868904205,48391.39789368782,1035076.6217667995,1193333.4452388035,521167.5005923515,5954263.020889594,308485.8603670809,6495634.434186272,419349.6740347294,1286554.769961936,6710273.711227712,859306.4997665928,1055228.6396021487,0.0,212841.65730948013,7423902.7834593095,72342.25610474437,1195506.275837121,996415.7023631295,545349.0582384894,3639894.8906428795,2424273.2162573077,60719.83908720554,1085725.6736753653,346900.802279472,674865.8845677183,11840318.73380475,1989081.6046501873,1221528.7184107543,619539.3108570217,3322013.3505547703,84025.21785442103
Ascoli Piceno,101318.02993844038,539458.6481610817,218565.41258761095,346075.63377718243,59213.064224161106,1492353.0277307015,977012.8756074682,1353296.3419852196,213598.9772855967,122050.54883485391,276806.37714972085,332912.79615038366,179151.66703022755,173491.33724692764,800685.4347388792,130842.54990003136,552986.529432446,1699808.6699336218,290731.43103081535,1496532.0507211515,52584.64696622509,74210.57540350182,241019.75498135365,23230.051239386612,24442.578319759024,11370.310584021816,26388.47340636983,4755.42282289825,24234.499676808526,75294.52311431982,88251.01905783627,269597.7750044029,220840.51389777142,1186067.5618575339,135297.54971079272,7847.17246204662,228907.00752958725,67827.81332372334,856631.4406866735,197244.5150994121,550059.3642782585,18903.91902940579,875469.3387830639,154165.44085586138,12370.0212958313,418661.9144756192,17913.97849051809,112455.58285104008,752096.2764404896,565251.3836715269,153631.87109130225,406774.16220889206,150675.1145727808,231711.09376094246,92777.22428314388,97295.6285930627,128954.82676020265,19100.66963100432,278779.31633839593,251246.48315358107,358674.0146848195,233667.80450676428,44804.84855608243,3869.880603794761,18947.188217970273,10176.57998111312,44043.535968190525,65951.24749360664,15055.118997075926,905366.3038093058,334995.2055653856,540312.5886524116,34456.69013926538,38629.03197495376,43992.93209993518,413420.6534111714,323018.76529124135,317150.5802997113,380281.33510240784,822827.9590170417,902126.9486181762,460190.7104979759,275945.88987481507,1427253.1776062394,717921.6632972595,1613743.0203620337,212841.65730948013,0.0,749992.7774386186,138197.70225923648,1348646.5079797888,384065.3478562402,727852.0040870574,265752.31285530736,171895.97631381016,61882.05894237175,99638.39011453345,34459.751876323855,56517.30155876013,1327487.8930754561,269099.2208022451,96972.26935200111,67047.02507039206,283125.1355038391,12663.067236426059
Reggio nell'Emilia,2728831.088420978,10607000.552855367,4531930.5162999155,7481959.583070087,1185165.4751412005,35367299.55050291,23889970.246703524,40520688.224869095,5407647.520771289,3421380.2237421786,11452976.223394647,15856144.972835861,2809574.1990075544,3320959.962192525,11735019.563366894,1218677.4668178319,685880.3196681417,897021.6376311271,381879.655127765,2112418.326022702,129144.55030218505,330493.70264207874,886247.2622373786,90484.00933549379,183162.14164024667,76333.01497528235,172952.7501023173,33369.10572710852,107257.78124991876,2059660.5110560635,270044.3265638312,820330.577601911,4665404.307617414,25119114.16779911,1878208.722172871,36206.47700331233,787747.6916324795,1180892.5965484416,2801783.8974096095,641223.9000086247,16497188.37140529,92005.93036063208,16170436.126742713,403245.1307679852,57695.18139399304,2804432.738399133,82651.87554719074,2331102.6338284216,10379192.318374641,13185329.143944588,2420339.119750627,5790735.008211478,3155070.21314343,4256111.9702170575,472479.41831641115,833372.3325935357,397416.67906438524,99052.67297609804,1064283.239546766,2160366.915294124,3728934.8415195774,971576.9909132125,233772.2102947407,19877.49768643029,100522.19175996308,54008.505313941176,300222.09767870046,285176.5095950643,79658.35987614794,2985911.736698242,712634.1261044375,478003.0828102191,166649.4221537279,196240.51267693896,153830.5015381315,4837090.263423672,3970866.23347147,2170769.8828440616,35936815.44154568,1122501.3303581935,80558393.55916727,1378576.4995763185,6922365.732821762,44446037.20334286,3390124.852664171,3890781.884097173,7423902.7834593095,749992.7774386186,0.0,251773.46995336624,4021614.5151899713,4556592.1676872615,1805716.7816081217,5384456.5804961175,3622400.865283825,212526.48175480237,1858863.4863103384,606180.9960579816,1194083.2535082968,22107266.3795501,4149975.478379772,1895137.9595821968,1242374.4047762875,6232942.694535763,191795.74740895926
Rieti,36390.556540929516,181708.72668408483,73312.68193852896,115269.0464097772,19385.906310302656,504641.5994972728,324837.63145444356,445245.6580062316,72991.1723857959,41227.58605255729,92926.65098782397,108537.63000414032,56219.25035571363,54890.03600683055,241588.8423874363,37743.13866794857,239061.38029798004,182258.67108748222,59086.076511205225,343270.7832179385,18241.63446373356,23506.412129086413,78917.88855000355,7398.335464239024,9681.856134015748,4578.328085840999,10240.97296185599,1858.477439671599,8213.906160798884,27078.877200867726,29843.7587689649,97360.75566478977,80495.25853230238,370065.7578913237,41184.20545600018,2617.0394763391587,80245.59428578327,24044.60328572627,316066.6595890645,67919.30249973142,176332.02201301567,6588.2470876974,268598.809411502,49546.56405416572,4249.107529089259,150977.70307382973,6061.773481729235,39949.88383637318,268756.50392768614,190137.3162161664,58192.637476721946,121612.54814396656,46532.21692058847,85951.83796030859,32695.180849486227,27508.33133512308,39322.12936364111,6863.674217187591,85796.41688752576,99061.37028660181,105214.07705024342,74338.1473802323,15708.869109587784,1385.9727200822263,7064.919667599121,3678.9146051377943,19950.685272557625,20691.860865530933,5323.137245349862,350829.0663144337,374598.28355642,59522.31114166189,12030.967021885175,14213.120053813436,13407.696827168002,127598.36033680962,96342.9617873662,89787.06846508394,128442.0209134462,126035.88488184006,299353.2466357361,241657.98861325232,86672.41833261399,465494.8734043876,185250.0125231087,316266.78446164104,72342.25610474437,138197.70225923648,251773.46995336624,0.0,969396.3694265423,115167.49776018395,351594.1486565595,90734.15086030353,59813.67146332761,43151.46935608347,34806.396713101705,11800.185061733171,18682.478187426866,462454.9902453664,95877.68872991446,33317.545783577894,23973.869061681322,100535.27677682239,4608.35335745141
Roma,610698.1994259318,3047890.7097375584,1223522.3645994388,1911284.045556384,318385.96537713765,8421102.94958033,5354711.307881775,7235043.732817906,1222313.2017904057,683479.2891590806,1518759.6566476184,1726789.4187213671,901213.3526828503,877201.5470218257,3728219.278499096,578969.423458378,2069439.8245447315,1829542.398529336,745333.7220865459,4415307.191448746,314544.50420389714,409557.98917725764,1411499.7545417508,129620.83615753478,196288.70941058005,95928.79719670759,208913.4091760248,37741.378210991046,151611.26988270873,448922.37912690046,537734.3752609108,1845872.2970230128,1316516.7330171,5787839.673111975,645617.7688887521,47571.01048394701,1513168.4503166287,373886.0145645471,6200495.143733033,1252638.1030580362,2797138.024246761,124419.32822125344,4143880.186889961,836404.5923153207,79290.65718495341,2097414.8277033046,111617.40719666926,630673.4802013405,4117968.71951858,3164322.277704962,981554.3121433344,1855768.3656846413,711110.5958427872,1425150.705946505,622651.8971584081,416607.4666997575,660254.6478541156,133061.72199709932,1464082.6873596204,1531865.837108844,1625122.9617980325,1301345.03699671,297319.3024459349,26796.533551771423,141911.17616104247,71636.46423074565,354269.9203219727,358027.9681451772,101474.51546342709,4005156.2058999934,2178478.0791184884,664072.3025174696,227663.89742037037,282486.5495540167,226786.677984541,1838666.9183283567,1491548.6664474895,1224365.7968878672,2078826.5172432058,1406812.395973133,4710156.545377867,7585677.264166747,1322431.0957288018,7134538.716339732,2419111.450608924,3874718.6983205522,1195506.275837121,1348646.5079797888,4021614.5151899713,969396.3694265423,0.0,1666330.675453811,7572117.921937824,1532809.0647494632,1018762.5665338195,720248.3519554508,597779.4645770282,201066.45723057637,308384.5199619788,7983023.145845492,1682552.1175119414,565852.1093246985,415726.1109521517,1720273.850598169,81655.64896657476
Ravenna,437595.0607237021,2191306.5798110655,912800.9446989913,1491853.528762322,260561.05945439645,6397545.333983463,4413145.846942205,6768311.460554866,914791.8463474017,550087.5500511101,1385873.8768979989,2035129.0271392532,819154.4907062954,870542.3466900977,4738654.950745679,550954.4409948299,318583.495245339,441056.7124741109,180750.83915892613,985467.3697584444,55474.70199857892,131010.02389227829,359860.2919961335,36662.42450584929,57512.558589507,24976.65156751187,57338.92118293358,10767.39130149553,41530.848667640974,339812.6674705272,112473.56165565959,339135.51867910195,999197.5934298413,7409553.892248156,670665.8471423641,13959.063562899599,319435.2143331832,366836.7253346001,1139794.382601377,263560.1038720489,3272959.3374008858,34502.85017183978,6077347.672260227,173126.52430782217,21971.15212242604,1475211.4744515612,31708.563336254378,596798.7561020427,3841853.0781606114,2439449.5091355764,589735.1135704624,2705843.748626285,1344839.8051140236,968810.134750123,174409.91434353753,408600.736045966,168706.90995416552,36169.66656571534,437828.65263833525,845338.5451052047,1596555.4719511792,389315.24982245074,85839.05110237506,7285.448092543645,36124.3908971575,19553.516916037697,108537.25681469089,114122.99400812275,29053.33565374909,1555092.5505207742,330076.43480234145,261325.96663395918,62564.546400995976,71673.81507426899,64273.233019940824,8074699.0070210975,1622751.7639977867,2521081.1506910333,2079582.9452090424,649504.9515996472,6287639.25603092,563819.6275400261,2842137.863068804,13250578.60948376,2877674.243766481,2470199.573608592,996415.7023631295,384065.3478562402,4556592.1676872615,115167.49776018395,1666330.675453811,0.0,764849.9384774815,1064449.2522790488,679754.2529644079,90187.52111471731,376776.93060568365,130696.50760733603,246687.1284529916,4830203.568866234,933094.9115698054,380060.3639991834,248871.35115014686,1118831.839226627,43190.40075201048
Frosinone,264897.1636995031,1428925.9900369872,573412.6675827374,897201.0200226837,151096.33728929138,3904488.8313525137,2502510.771847206,3371547.4762513665,561269.2934306652,315111.33061407926,695449.1897663794,796009.4617024268,437600.8997371962,420044.7251020192,1804564.2972407977,292214.7496294222,1254497.3845152988,1085308.6506298801,527933.6426775784,3310722.621396878,336771.95809621,254183.70366993043,987188.692337775,86199.1066221356,87970.28671373031,43411.26983046124,100843.70492912337,17616.12107623969,95740.66309746294,192909.2095241518,448178.6307015108,1683421.107253567,554111.2190398836,2746070.7006367017,315674.677762561,29345.41559264272,1167087.4968689526,157546.41012784178,5276384.665700955,1005250.3637039951,1308859.3057511626,74555.00056646336,1971163.3477312168,743087.2800123682,48673.578883333474,848935.4790847226,68918.2624299677,267050.8920504771,1714893.2596884707,1472731.7510294174,403781.67388961127,894900.1524615567,333002.31952604477,593775.4190391791,363631.24923418683,210936.72643653583,489470.3091958889,76399.86165383011,965932.491620363,595240.5223122926,812658.5063359294,835586.8669502389,171945.8950056376,15484.172782703845,78638.35247788166,40536.54213273189,124177.90868842558,224446.97627491565,58125.13690290876,1570402.87669473,733961.3059339373,353286.70756907586,136817.5343742997,161812.74781831485,155828.7050423367,825477.6538383355,734097.5347389466,561244.2409310106,937428.6347293407,703099.6795407808,2114417.237444735,5591499.640449249,609125.4699253679,3192720.1199939507,1133194.0415480733,1939865.7431766973,545349.0582384894,727852.0040870574,1805716.7816081217,351594.1486565595,7572117.921937824,764849.9384774815,0.0,711408.9339338823,465022.52006674814,186230.86218244262,273831.2855101613,93882.84928889954,145418.92541266044,3692758.547723046,767173.8752695322,261958.4365286476,186248.26370359457,768135.3314042926,36450.400032342055
Novara,782743.11627756,25120014.06679121,8013295.692435428,8854563.98741856,905970.3065225986,62465599.01765105,20577553.57516072,17744777.978836752,7490319.274498748,3011390.2056984254,3743963.406419281,2671084.539010057,1337651.9806695597,1400907.416433658,3811892.297588433,467292.74599839235,253321.1741681699,326101.9604210626,144556.5749446991,804542.6717064511,51919.706357151605,149251.3443007229,383602.5231174367,39614.06140381542,91422.16650775052,36766.35151123514,85906.38816421264,16759.428462952364,48628.89464579692,479875.17433734896,112628.88703371667,340725.02327110025,1061036.9438229874,7224043.641286033,727182.9728950486,16604.713985980143,335667.6681361145,244662.26392138575,1177648.7638232866,270339.38998050697,4293109.685860625,42882.81544638153,4427100.668191072,164025.19852496195,26555.012078996697,774473.7050421054,37922.090556829506,458272.8708986792,2352564.0107633155,19940218.818814043,697278.2306090415,1737633.080147723,697321.1908147963,1092728.1939192638,223307.50467815876,307795.9387544206,165850.10728327825,46984.113070487445,462245.9055898319,610047.1695099266,1437062.3283261545,431749.36308910686,111456.84386908925,9403.193034790418,47648.65748754554,25793.42351168817,101323.04896921889,127650.4284239205,38133.33701971054,941454.6378617742,249737.93823156442,166278.59980206285,77509.9259646038,92045.72338586191,65622.57677805056,1098220.4844172832,1457558.290145974,586040.6194403699,3469476.7791089197,376898.2835764701,5333112.481775875,548969.4156194796,1246939.674081262,6261132.519431404,997001.6634674699,1278103.1638491633,3639894.8906428795,265752.31285530736,5384456.5804961175,90734.15086030353,1532809.0647494632,1064449.2522790488,711408.9339338823,0.0,5459308.542568205,75316.45294885612,2880249.593034405,1625615.9169582496,1117398.3995991126,34220848.11078384,3933099.358457038,9532290.930156564,955166.3831578817,4069003.999478183,133860.8916649731
Alessandria,638063.9720473732,6608812.78938446,2482276.0247005844,3344542.931360339,406265.2122676144,22104460.38683574,8985425.634861888,9373194.979270339,4432845.076140878,1555740.3861034287,2305122.9846606073,1616766.6467961827,709952.282830204,749115.5426616824,2213022.968239677,273293.55964724004,165160.89426972202,210875.73405277403,92853.34313806103,517633.0323229524,33502.26857185141,93503.26218136419,243941.72872578242,25036.396305928734,62545.14806502329,24867.926018690847,56988.301534152975,11253.063921435329,30851.294471666883,369518.1603727068,72259.87527187057,219729.6058259286,780432.3859008529,4167797.7791963113,409311.02045574255,10481.748798059274,215496.86922581153,170354.6031412811,760160.1744544891,173468.58840602738,2468428.7223816286,27266.04288451443,2609952.8950069253,105268.70365009105,16856.19563702369,521297.77978245687,24008.49179603604,323118.7847358856,1625635.0505923263,7092223.6998355165,520469.85717576835,1027749.2977235854,425150.2483911426,811692.0331181223,142179.87834374866,182274.66241259113,105464.75600199016,30058.56629259722,291145.6717298173,422591.76846169285,831898.1907769006,271851.1932432513,70817.90270102558,6011.259181239514,30796.070419350828,16525.12501577319,70656.47254284144,80000.23083458087,24277.269420780856,625404.9242509742,165390.4939198551,106789.3120636526,49313.724703184394,59258.34425122375,41483.98648796652,713316.7737010692,838709.3850980346,377260.1413010305,2356592.3308001542,242715.01633293135,3530656.5306329583,361406.94320411864,781514.2092475895,4112101.5113091758,639703.1702238758,816357.4651369178,2424273.2162573077,171895.97631381016,3622400.865283825,59813.67146332761,1018762.5665338195,679754.2529644079,465022.52006674814,5459308.542568205,0.0,50617.51639834298,3712891.452579289,538286.1409562305,463777.8976309884,23193711.036315784,3368045.8927728785,2480519.9496632293,1080606.575533185,4746773.970096761,118295.64138706568
Viterbo,32481.16172806345,148992.83305348366,60034.46842575012,94029.41124094315,15589.758197421701,417720.3036760193,265617.1416622164,363219.5351398407,61092.75878939922,34252.653337760516,77387.59688641157,88813.38473635208,43776.71150566494,43263.78273810867,185237.5491323037,27721.366735209536,75557.24580641008,76899.17980194946,28713.702177018324,164610.65844525423,10088.309360096613,15956.768625860499,51238.175152518095,4863.745153039585,8463.377768901515,3958.111238717186,8444.249834279099,1571.5215130939212,5662.538313905805,24378.855202429004,18227.26294056435,59448.356490549544,74200.5430203803,291485.2536473995,31520.761726408644,1814.8397697863438,51415.35298446715,21793.36365180183,199630.80773290785,42506.3033667841,141820.95246531835,4699.744048477457,209580.2970263388,28461.31620428369,2982.310009246811,138102.02342551603,4222.130253693202,36154.542392874566,246415.30450110306,156642.08797781396,55667.14526489293,93035.60290441,36736.02279095784,80568.18425684584,23701.171434915246,19996.414013281865,24053.032991190234,5044.262890598477,55851.9945818149,102072.52517721891,78235.40509235887,49692.1769273757,11429.357837432062,1014.4087996083504,5330.541966355774,2728.2364517615215,25032.727028505415,13924.97951796936,3901.189393793081,289089.29089247674,148445.83117615935,31649.563195459537,8574.640320038538,10513.190056193602,8517.923068135777,102405.53674745094,72804.92942933843,67678.05568209697,108411.5000132978,71532.49499108334,251251.37297981684,153000.27747683213,69631.31677679888,387666.3138727681,131521.9219981782,196931.83653035195,60719.83908720554,61882.05894237175,212526.48175480237,43151.46935608347,720248.3519554508,90187.52111471731,186230.86218244262,75316.45294885612,50617.51639834298,0.0,29410.555897292412,9761.295322761003,15147.326640404692,387449.3614920231,81793.70828435571,27769.96791299692,20777.036584151418,87191.53505272884,4024.6409741863986
Asti,330572.72794070176,3664214.801534134,1324596.1847254317,1764534.928519232,222127.43438483574,10390363.899456955,4571719.167644953,4783010.0166767165,1751476.7534790272,707406.1005899482,1106000.1731733987,838770.5555622271,398917.1529876603,411295.98050526134,1230957.8883109316,156125.6838426298,96343.19599912946,122640.82387582248,54252.95915042276,302771.0204653694,19757.285862295274,55869.76290644521,145180.10576003205,14910.523524634018,38535.77985840756,15199.070117464114,34976.301401141056,6931.462159348284,18493.316251604705,194942.0386853089,42817.0428681376,130213.94291051017,423084.9009170494,2267772.639738487,229883.8306145025,6289.153252227934,128133.45978702052,93300.91057724954,451373.88046015723,102962.6097162534,1308391.6573231486,16428.710531402347,1431057.91659052,62141.47413117545,10131.131307075775,294136.6031877517,14414.804864238202,175673.51897781726,898249.9405214067,3493795.4203721345,288611.200405064,570953.5996776009,231598.0075208494,444239.33752004267,85900.94734044024,104074.00008003195,62407.90290087582,18188.36505666182,173055.89882976725,238450.50471338647,473562.42301085807,162175.2554697346,42835.707690847965,3635.146105873658,18664.900961201223,10014.180414501574,40716.12127905219,47735.40373626613,14700.950405342044,358021.61365678685,95911.9544960065,61701.05312812089,29705.8021224763,35824.43502100392,24605.392927074856,395223.8040514094,472675.3194468949,212036.1888474372,1171541.895972209,139671.32802105442,1852273.7616325617,213298.63497044833,423012.60805178934,2212646.1080826116,362496.78793905344,468050.53500232776,1085725.6736753653,99638.39011453345,1858863.4863103384,34806.396713101705,597779.4645770282,376776.93060568365,273831.2855101613,2880249.593034405,3712891.452579289,29410.555897292412,0.0,374656.1645287972,248879.11075430462,23733786.702140644,2772735.187464841,1460888.6142290607,653334.4375551139,2254195.4080338697,79125.6657655687
