Provincia,La Spezia,Varese,Como,Lecco,Sondrio,Milano,Bergamo,Brescia,Pavia,Lodi,Cremona,Mantova,Bolzano,Trento,Treviso,Gorizia,L'Aquila,Teramo,Pescara,Chieti,Isernia,Lecce,Potenza,Matera,Sassari,Nuoro,Cagliari,Oristano,Cosenza,Massa,Benevento,Caserta,Lucca,Vicenza,Belluno,Crotone,Salerno,Prato,Napoli,Avellino,Verona,Reggio di Calabria,Padova,Campobasso,Vibo Valentia,Arezzo,Catanzaro,Pistoia,Firenze,Monza,Livorno,Venezia,Rovigo,Pisa,Catania,Trieste,Foggia,Caltanissetta,Bari,Siena,Udine,Taranto,Siracusa,Enna,Trapani,Agrigento,Grosseto,Brindisi,Ragusa,Perugia,Terni,Fermo,Messina,Palermo,Barletta,Forlì,Pordenone,Rimini,Parma,Macerata,Modena,Latina,Ferrara,Bologna,Pesaro,Ancona,Piacenza,Ascoli Piceno,Reggio nell'Emilia,Rieti,Roma,Ravenna,Frosinone,Novara,Alessandria,Viterbo,Asti,Biella,Cusio,Torino,Cuneo,Vercelli,Savona,Genova,Imperia
Oristano,5606.210473185344,32662.190634737795,12805.493205421466,19469.15636665082,3145.251996669202,86877.16560700335,52926.39362274242,67256.34018576134,12618.796288314172,6797.054059865968,14111.188802153147,14669.783031193549,8184.438567838118,7829.094297661782,29669.27048757322,4527.039025292044,5193.651152890498,6137.472315303819,2834.766642821722,16194.278389105757,1226.1589079241896,3401.802788285258,9503.82376353813,937.6337682380873,10154.399183895377,5197.969437689505,13028.467921264204,0.0,1320.639113824281,3850.2675568553063,2786.7334838068796,8790.799792089281,10248.23575720457,47641.43344632085,5422.795066809875,432.63925786736957,8904.50693626572,2545.3279269817594,31834.98589699046,6909.699481022256,23897.037719870583,1294.835875852711,32693.204560289236,3801.98312844831,756.0178804919377,10600.490279746657,1030.7702748644258,4510.229891207462,26415.40331665416,32424.32865240038,7841.675448769174,14246.862591798365,5393.431215207683,11239.008396851035,7156.1325604102,3132.812783781977,3741.5118425490655,1654.7261194494831,10314.573332546743,8544.994943814549,13006.494922061564,10111.227406261634,3526.4947133277037,324.1191009157037,2047.8680460540202,951.9648659234532,1848.1760880554798,2868.541146960762,1261.0728713378396,15207.393520134694,4886.9767017472,2755.553040325955,2350.3520007215016,3515.7992788320153,1464.2776424958947,11528.602467965067,12031.853787139453,6966.984586116707,18178.04351407525,5970.304759354773,37222.33204792739,14784.183710783842,9839.627657151896,51959.658688072814,12861.338434661451,18696.47749049087,11538.126963304658,4755.42282289825,33369.10572710852,1858.477439671599,37741.378210991046,10767.39130149553,17616.12107623969,16759.428462952364,11253.063921435329,1571.5215130939212,6931.462159348284,2314.2173941388533,3094.969488144946,96917.62325385457,21723.432308859174,6323.708263985703,4801.498233583708,18468.601608272413,1047.1866617495914
Cosenza,15500.998650314326,99152.41214998401,39479.10687779846,61448.121130968284,10466.563833108234,262079.2980284741,168251.3579563948,220731.70658192545,37006.80949985198,20702.68524888491,44200.28110793917,49490.74128091878,30659.742252910866,28409.183344736983,117380.0296566062,20227.45305677304,26536.214656761134,32768.676999924595,17413.853307374313,100199.30434559032,8911.768030301158,60251.500059970575,166592.29361493373,18100.208260694104,6005.673748558125,2949.456130004528,8178.473459977954,1320.639113824281,0.0,10959.848830010103,27575.10426425864,75392.29634720227,29942.454289980582,176026.89860321296,21535.2566598794,17771.181178362913,103466.81105826936,8151.830036563628,282413.40666925104,74315.69713229791,83463.93835726702,25646.243182217,124205.90667850661,31684.482217642875,31361.679270135402,37788.79512920603,60505.756682339255,14123.25916518605,85988.71774784836,99372.21220880469,21480.981519469125,56709.0158022556,20119.122463701682,31880.097451933307,87478.80574432155,14271.608686133543,40346.73727510429,14263.201388302949,153364.21219693767,27207.242047814238,56168.58345039412,210054.95695791795,39125.107273724745,3068.5759555680343,10066.334867769412,6762.625317506597,5320.235682525093,48273.820516908476,11775.239236318981,59395.465572784895,20323.248770601334,14082.308595260132,47626.504640213076,24849.173917910655,19034.684131463702,43294.01103172194,49517.98183371755,28223.48149955927,57042.6576471728,28725.25894218001,123296.18991509147,69934.23002268316,35708.37959437137,179413.57517032934,55071.32674933654,89349.94872083596,34859.719141767375,24234.499676808526,107257.78124991876,8213.906160798884,151611.26988270873,41530.848667640974,95740.66309746294,48628.89464579692,30851.294471666883,5662.538313905805,18493.316251604705,6584.893399493611,10000.217341958387,256970.07738717212,52387.6069086532,17915.4595803874,12051.486658819817,48689.33907240046,2384.1923549391195
Massa,935696.7284740141,881931.0779355079,361341.4478543852,564226.6709281784,85407.64904182636,2812935.1221629637,1679189.6935210025,2365710.116646319,456251.09931079246,250890.3845627148,628597.1721609543,610584.3848950434,198785.8974480888,215514.2685265257,782864.196353561,94326.17240605516,71590.87641091109,90765.60107867223,38346.74925226999,213578.4550647191,13368.160869836252,32811.091042923974,90042.98370228021,9087.003399072055,21858.509328681946,8951.810670157027,19533.359726650247,3850.2675568553063,10959.848830010103,0.0,27784.359644214608,85443.85457632112,1219323.8000913493,1460512.0780004233,131571.43503480367,3669.193768879956,81595.29137710741,145184.68562631815,293291.5353620418,66171.27896032094,834754.4241542899,9501.715372839451,977948.7422215847,41259.23903280056,5921.935891975932,304583.1713221431,8429.91410297091,319101.1005180956,1242519.2166861838,1018853.9196716448,557918.4602735816,385287.1356404231,179474.63871997476,1121953.2224904154,49063.063577310604,65177.60616830445,39980.6052112524,10393.20751341419,105789.87934758297,278308.90976030944,281543.29482455645,97125.25774942905,24212.432602523182,2081.550194260125,10766.828691193428,5689.290745065531,39880.82227702684,28264.997560081927,8289.219696443812,318675.58828157693,77369.49180435583,46522.10264307103,17225.843517398298,20821.78566316767,15345.938640611945,385364.93489956664,284400.1656290166,186791.4727256914,1089239.746261558,108682.96790479266,2080225.4200785425,150595.5220130196,369143.7958029219,2455804.1680134498,302888.39468843304,362130.3062728521,518608.09924413386,75294.52311431982,2059660.5110560635,27078.877200867726,448922.37912690046,339812.6674705272,192909.2095241518,479875.17433734896,369518.1603727068,24378.855202429004,194942.0386853089,56557.15802918426,87566.99115217285,2271750.403798029,479049.5038650579,177094.2729621696,158457.14542982457,808717.1649752643,25093.17603442271
Benevento,38660.050336051354,228701.0090898013,91597.58835470221,143332.8012906983,24402.308980537182,615274.2131197941,396800.3054834266,530090.0251988545,87476.1999927844,49212.427178605365,107235.27306916832,122565.9827583201,72140.3609328818,67908.79015129182,290984.75168942614,49552.85352369496,107350.66404223937,127174.87983085317,75814.2387915239,456992.9269600586,68703.7241093779,70300.83557304608,435672.32738242735,30106.188415366916,13340.075782636253,6561.316053709182,16519.236903865647,2786.7334838068796,27575.10426425864,27784.359644214608,0.0,875539.5202329478,77812.59367373945,434753.4293108194,51970.4859285775,7984.432639507523,712690.3912986893,21830.14951753302,2148042.248641672,1172329.742465931,204960.526097322,18301.730846202845,311092.1809211516,321629.32881660125,12824.87991047815,109253.81790898727,18657.32194739348,37358.813873931394,233813.1816927835,232997.00352163013,55806.019090493544,142818.68942530424,51360.85604689085,82803.96080160802,83702.52562827693,35628.72062346454,234944.64847082002,16707.47860681223,317804.85483065655,76352.38714692644,136695.2628828124,257279.36297470948,38996.68401817555,3436.8489860224136,15578.14829471477,8595.117213170874,15036.281809124623,63665.37328373331,12856.27541241941,185208.37157108966,69814.31153634956,48178.31697018331,33739.215650811246,34198.483291598146,58207.49020043453,118466.06539505397,121103.5710761628,80053.81243467846,141506.84693169701,94286.4064309174,314466.03249449114,278979.9613716784,92123.44337912182,468564.56256285537,161015.44911949313,278182.73377072794,83994.65115414193,88251.01905783627,270044.3265638312,29843.7587689649,537734.3752609108,112473.56165565959,448178.6307015108,112628.88703371667,72259.87527187057,18227.26294056435,42817.0428681376,15010.511395329015,23332.571127709194,585134.0456598445,119757.95634239346,41396.60203117549,28404.3527325776,116374.69856875122,5554.705637834531
Caserta,118762.57025112284,689444.5563019312,276012.84608585003,431434.78173060855,73156.2786696011,1859440.527191312,1195231.3089353908,1596204.8657574933,265128.8842883589,148859.84151881063,324579.9630852112,369706.57523918926,214339.65629586973,202630.0197239188,864119.5433833934,145040.17359544637,346327.95808334224,390018.45104742603,223617.47944266943,1363823.0853813854,240703.9266517393,184494.1615797828,978109.5348719164,72619.76186171254,42164.301956549774,20947.499996261806,52115.270742875495,8790.799792089281,75392.29634720227,85443.85457632112,875539.5202329478,0.0,240104.85877136566,1299614.2742565838,153889.88496762962,21801.5435008628,1843950.0662145054,67204.73815066983,12849321.535945939,1924196.764358469,615565.3467255244,52968.83267739513,928852.8881719008,761570.3718260628,36205.85306924837,338667.1750721286,51645.45991817432,114950.97996811317,721250.6605964208,703242.7831081124,173265.49308083413,424547.1101192473,154032.27913077152,256210.9032935626,246472.89710218844,104170.9329857407,460813.42957962566,50243.94528787089,766257.2474975523,238534.467587553,401475.54558132583,651960.6768870325,114504.98341843857,10296.98814673524,48493.247516119685,26012.584009925737,47860.266307730824,164741.615059563,38095.755930513165,579287.0440475186,225190.19230266823,144197.83509550747,97768.94803761374,105373.97320009996,131248.7692681721,359212.50458488124,357679.2509795823,241813.92410459803,429718.19019865367,284228.3536488583,954676.1607485777,1038144.4135776382,277549.2132581847,1422449.8394270125,484840.7686208695,829697.4486280521,254705.20479835104,269597.7750044029,820330.577601911,97360.75566478977,1845872.2970230128,339135.51867910195,1683421.107253567,340725.02327110025,219729.6058259286,59448.356490549544,130213.94291051017,45383.436882151225,70111.59010205255,1776381.2654074812,365659.58389449405,125392.16344858886,86931.86227684253,355888.03978887445,17061.611957512996
Lucca,1041774.6795589441,1999725.9503286658,818704.7055278075,1286449.030396993,200780.4135628232,6177791.574830399,3799761.2486015116,5416738.07936391,967701.7405075424,541335.7527602509,1347505.7023766935,1448360.7403702803,494799.14951805625,530468.9929610475,2041156.7082574076,250495.6351758982,209250.37136299003,264531.2419492179,110072.82625696989,612928.6757494423,37908.06263357349,89368.69396183426,248946.918866962,24997.779304160853,58086.5203265264,24131.71248145492,52244.032957809395,10248.23575720457,29942.454289980582,1219323.8000913493,77812.59367373945,240104.85877136566,0.0,3699546.139541443,337728.58185037447,9983.20689969635,227310.0021867175,617444.1033759133,821822.8667098029,184815.550101055,2030332.9840334915,25798.809825022934,2542222.9735599593,116308.24263358084,16122.38331813291,1023115.7163538153,22952.115516304944,1505778.8724326051,4970990.820688194,2265593.565165132,2236195.680789562,1019692.2886169086,476505.00806342403,7337928.608243938,132790.70699064698,174972.4073226385,111490.90193420339,28126.83438607296,291141.11647331086,1015006.7465124562,741148.8688922604,265931.9336810644,65365.49454096943,5636.4763282057265,29184.04474261113,15372.71687702209,129061.82712973627,77140.48841101494,22363.091858039126,998320.5323164893,233167.10547845802,135967.1642609035,46801.902764086924,56572.38887805424,42465.666278981196,1178554.367571808,742675.8893363164,563341.7623506993,2276979.2204668596,320775.86951581953,5228452.33020172,432667.8974539204,997759.379373436,7018251.298922189,904378.8991775626,1061434.137648478,1071583.4552392075,220840.51389777142,4665404.307617414,80495.25853230238,1316516.7330171,999197.5934298413,554111.2190398836,1061036.9438229874,780432.3859008529,74200.5430203803,423084.9009170494,127876.66021651936,202351.22644561305,5099721.089370249,1076028.2155707923,390317.73482616246,330239.2864842402,1574022.1495878804,55902.657777166256
Vicenza,2044792.5706364277,16050942.150719117,6954146.346732727,12112251.209603688,2407397.1122792326,46815379.41878551,37364596.69150235,66555268.85142618,6222701.721708741,4073796.6086772094,10480881.43773715,19602073.749937378,9407045.680968484,13448897.533293014,59807060.80264706,3406047.355488555,1051492.1469660783,1419623.0608525665,619269.2658159068,3401904.1998598836,204836.3364173367,563953.7859561933,1458574.1253311792,151480.21785637774,252903.2833179218,107340.19865027111,252642.30914938496,47641.43344632085,176026.89860321296,1460512.0780004233,434753.4293108194,1299614.2742565838,3699546.139541443,0.0,7799984.23620572,60124.382351249325,1261831.9699273524,1055338.6073018243,4420416.70360553,1030291.4335298951,55095789.046118855,149167.15629964796,115939100.2384063,650664.7403975212,94225.5257465725,3510445.3145628716,136086.5868864126,1891773.7603017066,10273297.752703363,18545766.34827691,2225692.056546825,24801221.146799322,9687330.884576678,3628780.751111618,761040.1942815653,2211871.890125003,659001.7286424827,157495.1969025898,1805468.5842195938,2440344.058481972,11372784.82150144,1639529.2957998107,377872.3952255379,31681.127074645457,155889.51192342068,85468.62075473079,362036.55585343065,487392.81751784787,128004.08319251587,4153849.6232063784,1026215.939232196,780607.1244283605,269848.26568019367,307694.7546373135,258988.62155337704,6767228.587095517,14775985.786546005,3442478.0429550423,12932689.528380364,1811511.773008024,30010315.444018602,2050362.2888336768,11966534.547615131,39326536.52191106,5559313.247847659,6552663.88074509,6884855.401707846,1186067.5618575339,25119114.16779911,370065.7578913237,5787839.673111975,7409553.892248156,2746070.7006367017,7224043.641286033,4167797.7791963113,291485.2536473995,2267772.639738487,857529.9981468784,2125518.118777465,29227340.28382692,5176562.8170183515,2484399.791078944,1351642.390080781,6139164.815339439,223166.3138147485
Belluno,186395.976830371,1652297.1892192974,700760.0061834749,1196088.9036585402,249644.85422071518,4458069.160616732,3445415.828274431,5209039.247529348,582001.5954570726,365389.0482769613,836781.0730507581,1176634.3626737576,1654155.7416890943,1344723.8271105392,8176050.32019262,655402.6478352989,119715.59568216284,163199.66940936542,72784.88622534032,399110.4401420615,24131.223923672354,70707.4922924248,177648.88337325896,18676.046109141826,28305.064487684445,12109.174166610672,29093.12991466231,5422.795066809875,21535.2566598794,131571.43503480367,51970.4859285775,153889.88496762962,337728.58185037447,7799984.23620572,0.0,7419.965475838714,150927.71198404577,95443.93754448519,523237.54823611665,123243.72162363818,2564497.3474467243,18163.848802364173,5216961.179806736,77526.30102942606,11511.596274715108,349615.70546870626,16704.91356491687,169109.3552107194,951354.5431040378,1772985.6294715751,212107.84343591065,2538208.931001853,564562.603398481,338229.11980768986,92410.09384579812,371075.5018543368,80125.07306966155,18979.547070277353,224179.6010764701,240645.06763437644,2624537.3210758665,203610.37187408408,46014.663004993105,3822.5656372396043,18511.487494174504,10275.566363534132,37323.77562922705,61096.75336798221,15535.478593176684,439011.1632748348,112629.80859300001,89668.53925814452,32827.44379629042,36743.357507157874,31906.302729324005,616188.2801193636,4615539.23434448,347151.8331309329,997044.5898006031,204456.70540241714,2195815.1741181985,233676.48749527588,795388.3924473035,3035868.512092608,591925.6898690633,743740.0122837257,590814.6119459708,135297.54971079272,1878208.722172871,41184.20545600018,645617.7688887521,670665.8471423641,315674.677762561,727182.9728950486,409311.02045574255,31520.761726408644,229883.8306145025,90494.77768409032,212272.86958436875,3073445.2189289113,542133.6032585183,251967.09172685898,134435.2236157595,588995.0022517584,22967.311935750546
Crotone,5200.043014948442,33961.259434650434,13517.728806553116,21044.0245361196,3594.9349587265283,89429.9533323098,57518.98212969563,75318.617666125,12592.58200895728,7050.5508147177625,15013.498651478014,16808.57924364726,10581.06183493543,9756.619541795952,40220.53134719637,6996.299990750133,8418.522908449628,10535.190184800622,5566.707389434931,31839.205443127874,2699.691312759959,26603.28236901591,45558.29005036559,5660.9627552923785,1969.6669313304772,955.6592311349553,2665.651903673605,432.63925786736957,17771.181178362913,3669.193768879956,7984.432639507523,21801.5435008628,9983.20689969635,60124.382351249325,7419.965475838714,0.0,28152.109527129716,2714.6638301301505,79875.92708167166,20922.366036566396,28450.419849629714,7918.018068378892,42373.30119676354,9583.232517767103,8050.9203110134695,12457.719841286198,23080.20329512961,4709.658864108828,28566.406679151634,33945.240502351466,7135.125829222599,19377.535159295123,6830.269155192756,10611.899898372974,28636.724305342716,4923.4593950265935,12364.790781855898,4509.060531806604,51693.85895602056,8957.125771031422,19414.61879390457,77139.77169657368,13595.152603698481,965.0373068862644,3124.833345196104,2165.1249265083597,1733.6746633831149,19668.03626256138,3992.2996793508028,19385.207525917114,6518.353505219144,4612.466644348859,14121.423662414534,7483.348055742475,6057.746140730202,14496.307622803666,17051.709784775736,9426.686520594334,19289.335113401194,9437.266002298733,41578.9908336566,21419.34102878252,12077.310399832604,60350.05206885065,18349.62165432144,29631.9223103293,11834.624879388415,7847.17246204662,36206.47700331233,2617.0394763391587,47571.01048394701,13959.063562899599,29345.41559264272,16604.713985980143,10481.748798059274,1814.8397697863438,6289.153252227934,2253.1206967477865,3428.8371988463828,87644.04648145543,17776.598958298327,6112.852097331203,4072.036133252723,16442.778275721994,803.9264681891948
Salerno,114019.56939020859,680630.8887747334,272064.8761066718,424754.731364047,72119.99917759266,1825246.9253280489,1172825.1359508415,1558367.7359014342,259540.43938891042,145563.99331302627,315461.3743698914,357556.0429081887,211404.98255415764,198685.7650195321,840239.2734862536,142364.52686267009,274757.6641726145,322890.4690541833,181591.66451797076,1079684.325567891,134291.78598826705,226039.7937806087,1572929.7793566242,97969.19403978938,41958.30944837356,20883.048931100937,53631.652731918824,8904.50693626572,103466.81105826936,81595.29137710741,712690.3912986893,1843950.0662145054,227310.0021867175,1261831.9699273524,150927.71198404577,28152.109527129716,0.0,63060.79964394617,7965942.653357206,3341060.2219739435,597658.1054846852,66715.65244638528,898658.7933796705,499909.85723188985,47337.937974186774,309263.304016561,67648.70959544097,108301.59125967376,673066.4001876904,690805.09849822,163798.20281543527,410817.15235045686,147961.02699148166,242427.88428907513,299263.3416959757,101777.75906441503,497023.9831305911,59614.57191856686,945753.7801361954,219467.79493100118,394176.0471287671,839327.7438778883,137198.62409473,12317.731805648364,54829.64659306689,30334.702492170723,43724.05602746097,201502.51615735746,45134.596954718865,513854.35624728474,190569.33894699655,126497.92551743967,123744.97403908991,123545.22375387391,158633.58814936547,336544.28078498144,349875.85562782275,224389.66678057433,414517.9770410863,251874.5974418846,913389.8462202363,790074.0776922416,265335.9132751641,1351254.6185313493,446272.16790000204,752098.6700130758,247916.05753882858,228907.00752958725,787747.6916324795,80245.59428578327,1513168.4503166287,319435.2143331832,1167087.4968689526,335667.6681361145,215496.86922581153,51415.35298446715,128133.45978702052,44919.148529260965,69055.38130597191,1757109.0464010339,360866.56909096567,123574.87905729334,84979.06130913885,346494.31975753914,16725.368886609405
Prato,158933.68014497633,476057.1552644632,196092.26716132055,312418.97579890245,50578.08137909198,1442277.7722187892,924669.9633835825,1358413.5100223066,218407.70292900963,125840.78186665001,318560.4116194234,387240.013590046,133680.63753454105,143174.561750375,596852.7793876702,72884.46248340482,62139.7233929996,79882.76426175288,32545.93640048609,180381.33399123233,10790.84955105542,24580.53915724878,69069.98509296982,6929.669147282701,14147.212414287993,6011.654710452017,13184.186094621537,2545.3279269817594,8151.830036563628,145184.68562631815,21830.14951753302,67204.73815066983,617444.1033759133,1055338.6073018243,95443.93754448519,2714.6638301301505,63060.79964394617,0.0,228437.56643634362,51563.357337344365,553506.0868655784,6931.5688129931505,752166.6611505988,33047.50110444237,4359.77120794896,405214.456470537,6226.974940016421,877135.0001014426,4459466.014223789,536414.1886960254,286008.8901168312,306029.0477728018,147724.42055164598,532892.7050805689,35441.0582350704,51671.76583700681,31479.16264004864,7467.145061368388,81176.65502483658,360166.49647543096,214074.17008804463,73415.76481908598,17414.2136498131,1498.898032571271,7680.918773617336,4065.5379589744016,35180.98947138187,21291.881117715187,5939.324319425928,333026.2438545855,70773.1436733498,42369.39642118108,12579.261536549562,15003.971901578558,11910.83359096736,472761.96945864195,214516.8767915691,205506.04470848673,533213.7589898119,102295.56662961419,1507025.9195188577,121210.03629745544,322984.6054114664,2541860.883845255,313019.0366984776,342554.4424656242,242157.71758468734,67827.81332372334,1180892.5965484416,24044.60328572627,373886.0145645471,366836.7253346001,157546.41012784178,244662.26392138575,170354.6031412811,21793.36365180183,93300.91057724954,29726.21506814482,49968.588350181526,1154260.4424145448,236214.72194592873,89024.00735149179,68012.55542532046,314843.18834038277,11742.269184516272
Napoli,408649.63359458133,2380134.7769994712,951769.4857758115,1485627.2615818414,251432.2783391648,6409329.597561814,4109985.6633797265,5471929.598743909,914220.3474218968,512299.4364430797,1113631.884683552,1262022.120577718,732612.129765304,692220.0197752037,2929355.171429822,489866.58843563445,1085759.60264191,1221628.674948228,677407.5125602265,4086755.760172727,590537.9796433463,648104.049501367,3460074.4740900504,253012.37743620787,151339.07377325767,75876.6015894643,190486.723351117,31834.98589699046,282413.40666925104,293291.5353620418,2148042.248641672,12849321.535945939,821822.8667098029,4420416.70360553,523237.54823611665,79875.92708167166,7965942.653357206,228437.56643634362,0.0,6248615.703570984,2100021.6785356305,199885.83823367706,3150649.809739244,1867829.273650088,136200.57331536466,1137385.670258782,191861.69347982583,391553.6808403289,2446787.2255008114,2422918.5520669655,595074.3834856867,1436205.111300494,521812.74748316535,878332.0700233029,927671.5776994482,350716.95984439104,1395427.5520880597,190229.1343794727,2593656.5956369815,809148.2137351548,1358986.0659944578,2289770.8287083777,427568.76185677346,39016.53875825419,184510.02325551078,98185.97869658798,163776.26524642057,574162.4400582337,142503.53479389686,1921438.8271532536,738991.7289471736,462260.1437247129,370012.96162285714,404725.65343810455,430045.2837196436,1207783.6307138812,1212436.3954076783,806475.2419900747,1471192.774831286,920685.7530728419,3252308.384066875,3519441.8568928074,940416.5637136004,4825583.091874154,1606057.4594376218,2707839.663325917,875710.6207884221,856631.4406866735,2801783.8974096095,316066.6595890645,6200495.143733033,1139794.382601377,5276384.665700955,1177648.7638232866,760160.1744544891,199630.80773290785,451373.88046015723,157210.83964832302,241211.56304333266,6168460.094459145,1273124.3760562132,433851.7745512397,301512.45368193585,1230814.6042016924,59421.8650732552
Avellino,92270.62717270444,548627.252581633,219521.26826928544,343132.4236016664,58348.87108770138,1473501.1166979715,948669.7787474404,1263958.9766347895,209488.02361348973,117682.34149400174,255732.82255739492,291109.65620226314,171828.33442463772,161591.8700242581,687983.7218733858,116931.80952245994,238116.86364374188,281014.0940339793,162432.5132610883,971511.8176601775,131434.71008877514,177132.97736714754,1209193.9969702538,77444.76465926967,32828.13209978626,16234.562602675776,41267.81005600636,6909.699481022256,74315.69713229791,66171.27896032094,1172329.742465931,1924196.764358469,184815.550101055,1030291.4335298951,123243.72162363818,20922.366036566396,3341060.2219739435,51563.357337344365,6248615.703570984,0.0,486774.0335694921,48407.663631128395,735517.3901708507,532198.0474818912,34186.445893812255,255397.87175139392,49440.66576928651,88400.25243804566,551280.7459493931,557864.9253887254,132839.5903536232,337002.48949104303,121245.58849283821,196874.16256822122,219206.67290030737,83835.0257833432,487946.1357201045,43660.635175318246,779713.3011945563,179838.87476187406,323119.27746166737,656384.3144583614,101408.45818322613,9000.966275973293,40400.85329651561,22343.955616786956,35610.28228104687,159459.54415255002,33380.2740134028,428492.9411074428,160126.49152723924,108425.94001209743,89473.28542710019,89760.36894195397,137764.25756529046,277591.85044843337,286467.4698370821,186329.63504179765,336714.50994194456,214085.8610119511,745112.6686198161,652926.4693667736,217415.2878297875,1106256.4371272996,372654.56059748365,635797.0648632199,200628.05695112006,197244.5150994121,641223.9000086247,67919.30249973142,1252638.1030580362,263560.1038720489,1005250.3637039951,270339.38998050697,173468.58840602738,42506.3033667841,102962.6097162534,36102.81681126738,55825.08201547368,1409552.4581168608,288924.18211703916,99438.2895810458,68281.2266308118,279097.09950397734,13393.681016427558
Verona,1186538.1348382153,9500816.777096098,4207701.635181103,7504298.882311578,1432610.0536353528,29470514.08022372,24727100.473812446,53970579.150925115,3913622.2863117326,2704777.4461082234,7755200.043284466,19774635.453966785,3993770.9742864077,6107079.026186605,16022685.172506684,1294489.370382139,495559.1596456665,660468.1433953111,287306.0180487248,1583363.008533321,96546.92664658648,263975.8251240814,686350.1184411135,71008.10590629526,128047.88942751609,53816.26105472829,125684.55166373943,23897.037719870583,83463.93835726702,834754.4241542899,204960.526097322,615565.3467255244,2030332.9840334915,55095789.046118855,2564497.3474467243,28450.419849629714,597658.1054846852,553506.0868655784,2100021.6785356305,486774.0335694921,0.0,71279.59649042852,24373099.789376166,305442.21519997594,44843.020474097,1710292.160736077,64571.40337565841,1014037.5214954447,5276758.975776041,11714193.284899762,1201228.085551437,7177634.47497612,3519883.9054957693,1977291.3542858758,365114.7860649503,849708.0059340249,307706.4139572786,75898.68338848723,841725.207441618,1231400.3544660858,4182135.1714033484,768289.4091663631,181314.79627408917,15250.588100550844,75695.74283128495,41286.86879067887,182605.7593021677,227718.45458147957,61566.047490752506,1983370.4129316104,490607.20218960074,357119.3126745785,128958.46002945355,148691.3109081117,120716.8768168004,3134920.81920652,4906212.241441346,1545750.3903461576,8963097.156049773,828325.1387773354,18267126.84595504,985827.8332332323,5503759.5805464685,20644859.74916163,2487452.081405686,2942738.7821826143,4654843.015502309,550059.3642782585,16497188.37140529,176332.02201301567,2797138.024246761,3272959.3374008858,1308859.3057511626,4293109.685860625,2468428.7223816286,141820.95246531835,1308391.6573231486,489493.5039099759,1308610.436812941,16464049.605648017,2871308.195683845,1457695.552306531,771858.3287960156,3598110.3658444863,123269.62194477668
Reggio di Calabria,13510.880429596633,87156.95317821424,34598.707381165965,53654.37068926293,9089.369736074601,229503.85204694443,146418.31345340004,190675.22405262478,32440.811747231204,18060.213778932113,38283.28153830737,42361.42645292298,26201.298666050116,24287.82053024355,98535.30772757024,16722.143182106684,20694.07457930894,25303.507372392076,13029.789904545458,74847.4586048329,6444.375692366223,34954.97035179876,87034.97501820026,9053.081469342478,5720.408279488568,2835.383921529281,8254.438057143716,1294.835875852711,25646.243182217,9501.715372839451,18301.730846202845,52968.83267739513,25798.809825022934,149167.15629964796,18163.848802364173,7918.018068378892,66715.65244638528,6931.5688129931505,199885.83823367706,48407.663631128395,71279.59649042852,0.0,104619.26961507327,21973.758714290598,27925.25606620045,31496.175197879755,24695.791234684035,12056.346465576242,72857.57700824834,86913.95544975276,18619.726056844145,47431.32305098995,16929.735019096108,27546.73753005744,223466.0696305695,11722.185008725291,25612.725318603178,24223.583824408597,87349.77074830915,23038.533055168755,46735.90625649189,104933.88228537973,80922.76751156681,5607.158913592701,12380.61387947781,10226.324467717548,4554.743154190092,27765.208991465366,21433.77696782865,48679.91532263474,16468.702526137044,10999.212384280023,508840.9295395989,33531.85605511852,11307.55279222096,36045.08693132981,41450.69480075136,23171.868125850622,49182.20880855756,22721.40324862605,105198.32549070539,56398.04223111637,30097.354715455578,151817.51280560278,44727.971908018764,70973.34510437073,30343.643694585575,18903.91902940579,92005.93036063208,6588.2470876974,124419.32822125344,34502.85017183978,74555.00056646336,42882.81544638153,27266.04288451443,4699.744048477457,16428.710531402347,5841.55226671994,8710.154247690207,229413.63686048408,47061.694224923005,15842.099104233552,10710.80197667551,42968.94547625373,2139.8091073684805
