Province,La Spezia,Varese,Como,Lecco,Sondrio,Milano,Bergamo,Brescia,Pavia,Lodi,Cremona,Mantova,Bolzano,Trento,Treviso,Gorizia,L'Aquila,Teramo,Pescara,Chieti,Isernia,Lecce,Potenza,Matera,Sassari,Nuoro,Cagliari,Oristano,Cosenza,Massa,Benevento,Caserta,Lucca,Vicenza,Belluno,Crotone,Salerno,Prato,Napoli,Avellino,Verona,Reggio di Calabria,Padova,Campobasso,Vibo Valentia,Arezzo,Catanzaro,Pistoia,Firenze,Monza,Livorno,Venezia,Rovigo,Pisa,Catania,Trieste,Foggia,Caltanissetta,Bari,Siena,Udine,Taranto,Siracusa,Enna,Trapani,Agrigento,Grosseto,Brindisi,Ragusa,Perugia,Terni,Fermo,Messina,Palermo,Barletta,Forlì,Pordenone,Rimini,Parma,Macerata,Modena,Latina,Ferrara,Bologna,Pesaro,Ancona,Piacenza,Ascoli Piceno,Reggio nell'Emilia,Rieti,Roma,Ravenna,Frosinone,Novara,Alessandria,Viterbo,Asti,Biella,Cusio,Torino,Cuneo,Vercelli,Savona,Genova,Imperia
Rovigo,53706.88203995506,188732.2272221485,129799.27385049721,283614.4949705141,42668.815487946384,523477.623640933,584328.1736356642,1364244.1638968464,86124.33146521254,47085.957700783256,202166.29480689546,311276.8569881088,124355.63200894288,139718.71218925278,878893.6090493266,50668.71692742009,12446.936501258717,39665.17724475033,14566.967036685419,49104.96611252232,4343.708943056363,19302.793492238095,15401.508816209194,3047.8231756024097,7121.4161292687095,3806.00632344384,7216.489752436947,1939.6186984180313,6273.463628470484,28415.4593031034,9589.172448726144,23742.857087818185,58021.98892041474,1744874.320144751,76630.77181334575,2546.6414995975842,38390.4932071259,25278.2019094911,65968.44530215555,18217.051425580386,578710.2964833701,3413.893719474163,1781803.9950356558,6203.3507754891725,4061.1753632766968,100424.67230528343,4255.16009871526,42520.52430950702,230594.01984018524,249049.51727365702,64697.307692774695,509914.14009672805,0.0,42322.683892929344,8730.388500436078,32702.32654889486,7948.011193152604,4118.366542148812,33788.05047434731,32351.963042672698,244409.59239585913,69757.56138067174,5340.728586860942,995.1861787008422,3912.626554404658,3034.787345207693,8396.939079213225,8756.1805964024,3780.753000162975,115485.95679390169,47245.86677527402,24900.491231127056,6813.04261196475,7601.022728061004,7980.875815703099,208354.40136230667,255488.19746642993,78436.16386610283,176120.86087325684,48370.07711388183,492345.3577251417,35865.33659672637,410233.653245938,782710.207071238,152200.4347045713,123621.0484927541,118462.83140552187,24761.426921346065,400913.34686720883,5609.034623354733,75838.80152049735,213683.85381970592,29534.540549511672,78433.3499426855,70169.93751561556,9830.603456845698,36444.63429702676,10172.011754978026,53331.08386348125,367264.3245301874,72201.17296394169,32203.82854518344,14837.710972924913,77104.44338602702,6369.352293015843
Pisa,104009.89411709078,113954.87385001217,74962.19024208843,151636.03647753384,19374.864474779075,326536.03900584794,300062.6882452162,582524.7654947425,60685.112321606226,28988.03985080751,113798.91252731961,97825.2345693349,41125.12962903326,41515.95615181264,164091.98416754583,15999.786403743376,9237.575973755156,27139.115497800813,9704.174254520161,33302.4137405351,3118.1528749396084,12460.70226219413,10516.224405500856,2021.6648763349087,6958.463541902283,3601.301599941212,6291.004975686748,1768.120515249524,4348.611803129513,77706.79421422881,6762.894866769284,17276.330129430447,390869.0418661388,285925.83364516817,20083.28437233193,1730.8354772651735,27516.39756158864,39890.20866919359,48575.01625443014,12939.977227864909,142211.98127653415,2429.979762568366,197989.48483340786,4318.207252768178,2847.3088198109926,94715.1116091714,2937.555634735006,82778.19199775884,326462.88748227997,146742.96209099249,440985.45084031805,79651.19583326166,42322.683892929344,0.0,6298.658840065493,10389.198145587088,5292.038919106275,3044.971685476949,21831.190361211546,47682.65919409602,72753.73598179939,45769.49917141174,3830.8987740915895,732.3622113896116,3034.479545946568,2264.8675308405836,11828.265279853238,5625.715536932355,2742.378661338216,95910.38799788292,39452.69453285316,15389.008962064421,4859.558533340964,5767.535816867373,5201.196621034948,91004.98774993727,64633.07741178694,36587.20658072481,112800.08805160019,29684.228188507655,237687.58497011373,29538.459485598574,49572.43896939609,324293.93898597104,76231.56741569478,67688.47485824932,79921.15124797844,16657.64547189419,236584.98628684614,4532.337003129933,66488.68649140868,67339.90132417521,23037.63139132813,53766.6155346587,58604.71870272204,9431.575988903662,30580.77169334879,7089.304038768256,26433.477527961033,291961.5251885358,67025.79451410874,23347.83276488131,15849.08604310422,84511.54641756379,7040.035274306605
Catania,7506.514119408549,27801.596358732164,17796.412179316343,35667.32422898947,4948.812550432163,68397.77004861156,65631.78263949353,117914.8007433536,11464.52917276752,5503.280896023581,18814.5995019146,16894.36271965292,12224.4478112692,10776.895836784293,44711.75598623951,5867.25828661754,4651.238433010731,13282.806942499794,5794.967877659781,20456.420005120388,2600.774531530501,21830.47627755628,16312.35378558884,3229.9173249689934,3712.538266028137,2310.032573823461,5650.556896069227,1241.6986273007271,13160.967057063051,3747.942001246609,7540.046846260293,18330.61403878097,7801.523694043431,66138.4812722311,6051.974789542618,5151.573954763063,37464.201617738334,2926.0865688194613,56585.143522055296,15891.04711466162,28963.356983426,21741.92698319205,46647.18874158836,3952.472711581307,12964.894309513695,15861.477656244895,10451.472748936021,4879.177846495271,28697.991206581944,31771.737420572976,10768.311150514673,20955.860091032875,8730.388500436078,6298.658840065493,0.0,3812.965509004973,5742.6040396429025,24825.51381126238,29939.23356377166,5641.089568161348,25346.53354020762,79060.94835749378,60419.04517910923,7544.393280624048,8324.960213173674,12482.066502479553,2068.782180896422,9138.36955142898,31404.801302359076,24649.453074450605,14355.458420452738,6478.965457533233,40901.926915478405,22667.684699373036,6419.714938939069,16114.659633664605,20128.163800512866,8385.526649147805,14724.29676887869,11048.510265551467,29877.56211141136,19482.38761216825,8840.61646214297,43353.371603672866,20588.742800248077,24042.118014757405,13022.344767127699,7356.345515434997,28967.498118882537,1901.5367671429042,32039.5371394607,13370.847260179145,15560.758582017628,12118.749995123535,11322.267134113472,3060.1622977989655,6522.038191891812,1794.9164222753914,6422.3984735666545,72104.07023572823,15843.680179883531,5262.470696421086,2762.494370769728,12556.245745192638,1424.8905965658041
Trieste,12860.262272526836,54333.80921891917,36336.84435220518,77349.427616615,12053.215454713678,137350.18417423763,148190.22763217846,296312.41462071135,22052.592572267564,11477.226543438856,42383.84060281231,46287.0712932246,43435.0850121061,36568.465612270425,250756.89483420626,114567.56398568428,5009.3708750992155,16598.878242829232,6435.756970584956,21492.616616778767,1875.6437034647947,9327.153506545497,7060.0671450488835,1435.3683062130478,2549.3555278368635,1394.6177055796998,2752.3529342438846,719.611006956557,2842.3883664049354,6591.164271558464,4248.750614938304,10256.04524831701,13608.393123137534,254467.38327261148,32171.07058342878,1172.4990298003981,16867.13715171668,5647.540111612086,28319.81878052146,8045.439588894742,89230.78578052882,1509.8039069789806,202453.98005008872,2756.067577067714,1820.6893361774976,28288.490276861703,1932.9711865927102,9343.180731420496,54225.016091329475,65650.53213504358,16656.288054568297,118703.71148872274,32702.32654889486,10389.198145587088,3812.965509004973,0.0,3699.306791011733,1764.5108979455954,16302.023527391952,8919.870493700486,280466.28314639686,33205.61476220341,2339.7606305869485,428.0574566984083,1619.9336735881116,1289.9329435455872,2577.496090567263,4252.305794111729,1640.9622570336762,38306.279977087994,17220.196182476564,10633.273278555278,3008.8514215958444,3200.304920683641,3808.971013364448,43203.302042425195,148315.03576959277,22544.403981461932,33026.62758136982,19711.329904933777,73659.0195946396,14099.122021934847,28369.349919661392,112105.07417328727,52489.685440568,52114.545253202254,27003.324551241283,10212.677160416924,67638.30280586242,2117.9258983134087,28378.76542369838,41467.937439332825,11949.433037226536,22112.75855248083,19215.296608562876,3417.8444975292614,10460.517306120306,3060.736811760595,14656.70889559567,111159.34715416585,21949.512582160594,9194.068752094088,4157.228701557122,20377.066294792818,1894.402439248178
Foggia,6036.398216443147,21022.19823938873,13617.12210175403,27664.793544026787,3899.6696966698655,52767.28214105843,51708.61174142677,95871.92682666128,8846.306568699889,4321.10640391082,15249.694338378971,14349.373022482174,10150.777743640336,9018.472839389322,40374.16938439785,5513.351879931844,6600.682320589892,19910.54656072801,10656.760141618719,38214.6116423394,5587.934312516655,18495.51711571089,31807.657833344823,5014.607039958315,2170.3574273415243,1309.5834991811992,2709.1188469040057,656.1216508191782,6134.692483392912,3086.647132333368,21389.49146701246,34636.37166616647,6619.887333801342,57880.54314454194,5303.292220051889,2248.033575066462,62883.93742790785,2626.6552894244815,86023.05962903555,35749.50628493219,24669.221572881554,2518.4982583676288,41914.939324881125,12409.265482023256,3385.7198810300824,15710.360217871365,3715.027025772592,4301.331262113651,26227.11383751113,24585.560886498064,8950.996329544874,19310.275129986007,7948.011193152604,5292.038919106275,5742.6040396429025,3699.306791011733,0.0,2541.9277735876467,57051.82872661687,5217.374392639703,23258.44902544567,86317.53690263424,3356.7271150026704,629.1628113037843,2182.9832716095248,1775.2287580426553,1837.3604316421604,9117.997406302915,2287.8081844273115,26643.016854992817,16552.494766154163,8889.79147752057,5086.569900716119,4700.2442839891655,22869.03890421582,15707.414350042738,18190.52610946463,8726.252622531721,12231.918958272568,14118.362964146152,25993.749406254126,21909.99599101672,8047.087895254026,39171.867073076304,22594.840504949512,29573.20036808464,10360.523728651659,10333.745629713683,24624.85052694091,2311.305918470958,34336.1664341507,13071.338169347253,21168.75617015807,9096.402837689944,8487.934740042187,3138.6574232733706,4788.774578418232,1313.5186962918299,5018.8660667746935,51768.491162151986,11188.590202089288,3913.525648723493,2041.7261918126608,9540.088007177455,1017.2146570004187
Caltanissetta,3624.3062661935355,13268.954607879466,8485.337865416914,16978.078986563374,2345.460742952336,32685.376610164414,31239.147672633047,56029.95661681271,5492.475471690577,2629.438088458215,8979.191210070014,8023.362224289502,5738.193120630542,5076.678850401627,20946.46763291755,2717.056650364058,2198.8681351996925,6218.75474317626,2684.4415249678877,9490.82999520774,1208.8724063759828,8719.57352672797,6976.851531150673,1341.8759404410932,1915.2772950095425,1211.8525985105236,3054.5332801322843,653.7220291942433,4885.748919191625,1807.660929060628,3426.695932689727,8507.868154675314,3762.3723881490746,31163.276351800407,2830.040931651828,1846.8509182911241,16992.002540453534,1403.6675231761837,26418.87843437617,7206.393423376468,13708.277653165596,5366.041319837326,21944.198630137354,1808.4118421644744,4238.869541312649,7585.723776004357,3613.8364041317673,2342.732612743529,13765.092656176676,15162.938771135701,5221.000277394083,9821.086739173796,4118.366542148812,3044.971685476949,24825.51381126238,1764.5108979455954,2541.9277735876467,0.0,12609.98000915868,2719.9737589883584,11769.612129771263,32021.871564515695,12226.08303126173,11906.372386955272,6036.630825407809,16516.246700027994,1009.0531601119022,3704.9482645140647,11943.254929222,11762.843027989542,6873.712951867099,3023.0091448940284,10726.18174595836,18734.302698335665,2765.104366240159,7633.229012584527,9389.474005377335,3954.4546408493434,7035.39697993988,5174.465909896731,14237.782500538478,9481.849077171551,4183.213772665341,20620.141518005705,9678.617502555684,11227.337185735654,6230.423728431917,3448.2481414351787,13826.856827792102,908.8805687066761,15589.178540560019,6313.372844272568,7443.742013434149,5805.434298365578,5449.952221213879,1482.8647274715327,3144.185932770672,860.6379349562247,3051.351698466689,34755.9869143045,7689.93835960438,2525.364357899746,1338.7248624595666,6067.66483147758,694.8050455112258
Bari,25467.310649623112,93186.16401878145,60241.731149295345,122252.49579955055,17309.744996641475,231607.13079710695,227265.36930640286,418156.7961212372,38609.53883089547,18850.209676521463,65897.76975501009,61614.51263020508,45315.33457403494,39778.999717357394,175766.16472485967,24525.751148362204,21409.55144687406,65388.1637477023,31914.02521660352,111667.18376809312,13878.2823258215,170709.57438962068,145429.60469300175,57267.67982311232,9325.477990255094,5579.267278020758,11928.84873185906,2861.547331260644,36891.033860979405,12920.941565001169,45772.839081494545,91115.92327390758,27348.09837853238,250869.81011885573,23473.920675558515,14868.508163379418,189300.991369897,10715.772458374633,252948.7205189629,90374.42132667592,106758.30041326716,13588.141273585878,180600.1769484419,24636.608480075873,19264.9711862293,61507.45978674316,22713.27673024215,17655.49342491059,106101.9593028484,108106.91810474364,36847.00405420491,83299.96346695705,33788.05047434731,21831.190361211546,29939.23356377166,16302.023527391952,57051.82872661687,12609.98000915868,0.0,20670.478554452642,103431.93908680535,1002153.3371516416,17714.34794900165,3144.717137334434,10083.945906901374,8695.346991010894,7206.295249417371,97197.7186390478,11794.920303030089,99984.54857994577,58840.39251354439,31642.168117563815,27255.66993172962,22105.470242846957,136633.08007153065,63923.52188846194,80191.14263853883,34887.58244840876,52188.54195138945,51644.99562635642,109512.3887887698,73525.91024466336,33905.35766979913,163153.72443150112,88879.16724705034,112186.79242736574,44831.21395455562,35342.16372444483,104327.10520963502,7978.145927303489,120453.20623671192,53666.56272315378,66088.8482814523,40108.77725022324,37069.560652701555,11529.890359017843,21007.947978137738,5832.104124059816,22215.712585444155,228971.8548080555,49130.94107425655,17250.042051048644,8842.356625945733,41115.11225608965,4410.748090994472
Siena,35704.17729400702,71582.60619911274,47039.021298624306,95982.34084453636,12848.224291761431,195796.47820818267,187327.77531472605,365899.09357213933,34721.69690580205,16948.059823212025,65133.18468986525,61970.64786978299,30021.077986808603,29421.264514448023,128383.82095090859,13404.23192328032,10750.625213952731,31160.234839067038,10541.409788299445,36163.56880775256,3243.961607696701,11441.664312296614,10080.804352223508,1910.378738052089,5594.2428247294265,3038.6778100137576,5297.6985623028395,1454.6465068450104,4015.8484132644744,20858.02304961823,6747.858010695692,17404.71113542164,58504.3975785606,208068.1081738053,15461.887096956012,1580.8588939526674,26955.140207726847,29173.7082218642,48422.15180410962,12790.577560377289,95835.53786301489,2199.120864617623,150536.26997495798,4406.656417019996,2600.2500419049725,198265.91816276053,2686.028901595832,42369.35432483588,362165.75316184456,89534.94401913501,80727.9049560514,63731.447084067775,32351.963042672698,47682.65919409602,5641.089568161348,8919.870493700486,5217.374392639703,2719.9737589883584,20670.478554452642,0.0,59572.53417993324,42657.30350732035,3407.653446883515,655.5996123498797,2708.0978220406832,2012.0110392188171,17972.85931044942,5196.6022437809315,2432.278528158608,152503.07250844126,52348.68832257677,17659.47072354875,4405.648333455403,5197.381853378978,5007.179506955877,91351.59224471726,51538.10254483489,40869.59482685147,60226.98439475685,35100.48684874016,142294.41400871577,31869.326379965456,37287.67535314408,230729.0277420045,87463.74322146935,76696.59009919204,44174.31224724408,19544.680240173668,129946.15821202856,5652.403393832021,77333.82347395888,63580.84056250956,24990.20911105243,32480.72826689939,33015.974957184175,12929.786139889395,17761.98358705309,4413.968715430597,17068.20065572943,178059.04662508328,40007.3326955357,14004.926650011379,8457.836011369018,42318.41680720575,3995.8254715590815
Udine,92990.67880412919,428475.3477075342,288334.72061652585,620552.4151998175,100131.73014339282,1074169.4262947172,1188149.4432740286,2388448.983061079,169781.42409949642,89459.65314564423,328221.4382553987,361099.4699780905,417822.84835467144,331047.0059115376,2362381.1790297204,841681.9527334161,31353.639212856335,101947.57948494708,39468.613248020025,132518.88278859836,11846.37068493108,60172.14253542865,45173.62174598477,9178.292378189892,17603.727100567074,9538.889168629323,18832.17324734562,4951.012638151618,18538.490252447988,47182.323357276226,27013.750301938926,65503.254052807955,95524.13943921658,2168250.1278267237,377073.82536807336,7661.98686325277,108255.2895348253,38774.00783703939,181852.4305109417,51387.50699678181,727802.3890393157,9975.462626799423,1663513.8450280444,17352.513842260494,11956.495152826956,184091.641741597,12656.683597884557,64840.31786639302,367673.3875020321,517573.2406601895,116246.50214426813,964970.4935520755,244409.59239585913,72753.73598179939,25346.53354020762,280466.28314639686,23258.44902544567,11769.612129771263,103431.93908680535,59572.53417993324,0.0,213239.7543547054,15591.550527912774,2851.539637181574,10850.194824869408,8629.66222158666,17244.35584425088,27306.891889525737,10960.01954259378,243305.38955122165,109473.82233979812,63609.71920169631,19869.606584977795,21324.743471457397,24033.270699927805,282019.58988113684,2091303.8129182789,138872.5236355662,248427.50654939748,118092.98821124049,538858.0073382141,91010.31175075434,205182.29167680803,791505.8882907813,313862.9002985525,304331.2646920496,207262.78495330067,62390.23091296083,501543.74930976913,13424.272770212066,183452.26551694193,268514.4775378144,76291.04919758208,171090.55986529306,145332.041380412,22160.21242891212,78878.48366733677,23582.979677424246,119255.35859177276,839968.2379458741,162502.32223602373,70593.17725502154,30684.153177810633,150833.23147921468,13814.235752199796
Taranto,53792.6696519379,199237.3427514217,128526.08975542952,260201.6822366976,36749.30437135101,493230.5904895372,482262.91066159145,882131.6002016219,82198.217809042,40011.02638814415,139054.0869615113,128903.98802031059,95317.73453507984,83507.55965608684,363465.10256490804,50307.95462232989,41481.64557730731,124553.80854856543,58779.979090975416,206131.12840162968,25979.424181260576,684493.1199016714,288722.0163408659,127984.7209167055,20668.29374080433,12413.064575974144,27109.31058267383,6426.999777627745,115766.91867706011,27179.218555862353,84899.86821460916,177621.62052178793,57233.30466762651,521954.1890121047,48847.70664410125,50834.8483514563,384911.7089793281,22204.26489912597,511642.68810187036,174310.48923110953,223259.99230096422,37399.75575607388,373805.6555992201,44106.19687227447,56381.796120004816,125359.42456945269,71562.82576696054,36699.60700089412,219193.78819797342,230126.276861432,77399.76625377456,171547.50366913417,69757.56138067174,45769.49917141174,79060.94835749378,33205.61476220341,86317.53690263424,32021.871564515695,1002153.3371516416,42657.30350732035,213239.7543547054,0.0,46759.99278336398,8046.918760530165,24310.427076274726,21769.959514823313,14995.455905859186,378040.6772536069,30532.65844969407,201015.65555763955,117578.5832899082,60672.82115124205,74786.99630976422,54412.391084758165,138415.19114157883,130365.36171877,165824.51157527248,70269.77863056878,109617.19153865793,100324.13256586244,228082.34382803424,149855.1371700307,70009.71982009086,337443.5376826624,177210.7623011442,218789.75458589106,94913.09975752301,67871.30579852758,218208.6168338232,15837.96210583363,245301.36257352107,109334.13098935739,130986.86716595554,85832.704309669,79303.63336229195,23503.322195753415,45106.232871434935,12538.6561544617,47226.69870069371,493655.60067107977,106148.65438714635,36971.08986162581,18952.997847648083,87715.14367244781,9506.695008408797
Siracusa,4586.382828322253,17170.415470907887,10984.753568723116,22005.895403176182,3054.8535621832825,42147.866431022856,40442.28150001901,72526.33941112751,7056.520103084213,3386.4243552697885,11553.042517875172,10358.058839297273,7543.63728467302,6637.452614948599,27445.241255262805,3606.84131512097,2755.7393692843684,7905.755734926396,3438.156245129776,12112.149725240892,1515.3371979524388,13226.888666808212,9350.135760054423,1885.0145005272095,2258.394937594501,1394.1940768927968,3435.2303172984693,756.4235669618757,7276.532741086212,2286.4442346122146,4342.573231929627,10527.281141884183,4747.273903058843,40595.30230252297,3725.2715404701476,3023.323899066583,21232.283616859408,1777.3311312070757,32240.229829775173,9087.761366642464,17780.202890531244,9732.875301024855,28595.831956009348,2302.843148322632,6866.7560615086895,9575.777447344895,5893.066756197026,2966.571564742066,17407.10861083728,19584.50316947202,6544.691385036501,12843.285016769469,5340.728586860942,3830.8987740915895,60419.04517910923,2339.7606305869485,3356.7271150026704,12226.08303126173,17714.34794900165,3407.653446883515,15591.550527912774,46759.99278336398,0.0,3307.397292791801,4712.404511432272,7065.2294897397205,1244.6766715218112,5507.17685451334,27833.90717178371,14801.19808123545,8552.753107391107,3884.078389731202,18035.699142040376,11812.269411322392,3774.25696020551,9791.296757366626,12374.256509492066,5083.250946344163,9018.327408371404,6636.170808788922,18255.115854230713,11377.32572223004,5400.875141263975,26435.895820390782,12457.034306390622,14494.467837371338,7999.505695141797,4391.670493773949,17717.60297036246,1129.4054890309087,18912.45957876812,8134.983135792365,9095.893544778646,7477.307454290769,6971.437042470164,1824.2336753986667,4020.456063787987,1109.4964225456251,3963.1665553699145,44541.7548288176,9770.877585811422,3247.087915021836,1697.6209417822715,7707.365959819651,875.7900620311785
Enna,871.1084061553549,3191.068139320466,2041.3871257172893,4086.5693022685646,565.0852118413014,7861.752297171259,7521.234713503727,13500.540752094937,1320.5882378379267,632.6630768531509,2162.0151959891314,1934.7819128334904,1385.791850644616,1225.4681084014717,5066.437776990298,658.7936434936644,534.8373855979662,1514.3819351768714,655.7562058975307,2318.688177967947,296.334220317068,2187.627703282984,1746.3659611787941,336.4563946668391,453.08847980205326,285.9623544594281,713.6053349526929,153.75814788301287,1262.1690416414103,434.7311660503123,846.4311169096943,2093.6965884975616,905.3471221297897,7527.364321542191,684.4289005293749,474.6313194086065,4215.891196567124,338.3360451733005,6506.57739279852,1783.9536589100755,3307.5145013763563,1491.5059709404832,5303.923440507567,444.82362309457943,1122.227037158702,1832.2399764447775,939.7964432310755,564.4392445527749,3319.0019133344567,3648.044757590904,1255.028701073191,2376.017511643543,995.1861787008422,732.3622113896116,7544.393280624048,428.0574566984083,629.1628113037843,11906.372386955272,3144.717137334434,655.5996123498797,2851.539637181574,8046.918760530165,3307.397292791801,0.0,1319.1571987085222,2746.802212401508,242.75778697217345,927.709031745127,3040.818321728136,2846.080823975496,1664.7918902164881,735.5493017901246,2984.6419416958393,4130.403871568518,687.3790132025407,1845.356502818483,2272.678387648701,957.4864182293933,1694.4066548495553,1257.4176353691294,3432.9971753569816,2298.9672452737377,1010.396305945146,4976.297654771228,2346.17365402851,2727.912661384573,1499.1267507385148,838.9073499382753,3331.8504001160873,220.37958184156034,3769.7732080849273,1527.0023890331001,1811.5622623201227,1395.1649225103508,1308.7491170798241,358.08270516209825,754.5759245468066,206.70476834327505,734.7635507893261,8337.746757241337,1842.2473356056323,606.6315624296486,321.0763047091128,1456.6219194292853,166.3768022591405
Trapani,3591.6657684856937,12769.639530426677,8156.432565184859,16280.117148665226,2231.5573669206697,31584.993165350068,29982.579434850544,53699.11263470363,5336.16554041473,2543.2253996827085,8682.12706569699,7700.663360048717,5373.653812356928,4789.352674263474,19623.712584623656,2494.6412080337236,2118.890342024143,5885.249830416703,2492.8490433300976,8837.2257290189,1125.8678150272233,6508.034241345523,5651.158641056482,1050.692852593613,2173.2088795302066,1442.1069690734116,3848.7476398394306,773.2985769986287,3295.821993424618,1789.9191698750424,3053.9275700012618,7848.678318571746,3731.3384938191557,29482.95014608137,2638.313709722965,1223.3504274162326,14937.771945493358,1380.0698860042464,24492.63733643411,6373.774582847433,13067.67572010973,2621.4165614539206,20721.576621776436,1638.2455915933087,2528.0618057034794,7439.569697997784,2298.717039024589,2305.8771057177883,13541.695231002934,14615.482101722579,5234.1374468536505,9215.873406934334,3912.626554404658,3034.479545946568,8324.960213173674,1619.9336735881116,2182.9832716095248,6036.630825407809,10083.945906901374,2708.0978220406832,10850.194824869408,24310.427076274726,4712.404511432272,1319.1571987085222,0.0,5444.7888676922685,1029.3016840935836,2817.9191356002357,3875.663620479584,11512.607051260418,6783.441780242201,2840.620734616791,5300.637369486272,19952.129233408104,2281.0173700117084,7333.443006491924,8725.231419748477,3773.3911664345574,6829.939345344266,4892.810803968622,13780.234097314342,9653.802714438772,3998.9474283314594,19915.401272962234,9191.14199548344,10550.798407424658,6048.829500957213,3269.43667994655,13412.120883472335,894.2019827477072,15891.5015478302,6026.923921121142,7323.376977891745,5627.4622938290495,5337.009555076208,1497.7986427345465,3084.0292713120325,834.1655471268546,2916.069644086751,34014.920145973454,7629.999667533719,2455.2347491121263,1329.120410984142,5999.7321413053005,697.4484524659814
Agrigento,2701.318822757493,9889.3782595081,6318.779040496323,12628.939767758407,1741.1109399046252,24346.618110630043,23219.921037393167,41568.03097983973,4094.1367732059525,1956.9041655176738,6670.625647559976,5940.202078718649,4237.596442495949,3752.081367111337,15409.653858350934,1988.8264522788893,1591.6556500275249,4493.973890548242,1926.9416625001493,6809.134786968022,859.4204818386077,5955.49148529899,4761.111094518383,914.8850337888002,1477.864259470515,939.0914840605185,2426.6174431397503,511.3195694822838,3149.4444516381523,1345.3336267566617,2396.7401733975844,5988.5959092618095,2795.7352845999103,22992.54204232667,2083.133665459609,1205.6832585121192,11755.371838760251,1039.039792435398,18539.213875603673,5014.09404160085,10138.298956717299,3079.921735628326,16166.372177911348,1277.2808555108518,2622.890944461836,5586.003855700769,2308.0643130994367,1736.003867266811,10180.292741617606,11288.639286261057,3887.714472976918,7220.421626110178,3034.787345207693,2264.8675308405836,12482.066502479553,1289.9329435455872,1775.2287580426553,16516.246700027994,8695.346991010894,2012.0110392188171,8629.66222158666,21769.959514823313,7065.2294897397205,2746.802212401508,5444.7888676922685,0.0,748.9440443593311,2539.0353016320078,6990.909941282432,8624.204912105819,5023.284523135061,2190.4391209359324,6139.336431289468,14162.984385232967,1916.8273620649356,5615.12190708942,6898.296222140445,2898.642760022009,5222.2799308105405,3760.18621173735,10539.303219729778,6889.153345544466,3085.0957788166916,15231.336787505415,7075.73942942677,8164.947444762502,4635.7265396171315,2497.791966348777,10250.001313441144,662.3298990362307,11410.606534938033,4640.30268763235,5369.698935928499,4333.084585176393,4073.5559238096876,1090.41125610196,2353.6098113314974,643.3353315187078,2267.651013003306,26046.01383065959,5779.167645697578,1886.7046143424689,1003.1686978263069,4536.825577594853,522.4772224609454
Grosseto,10069.70884320488,21799.957928690987,14181.030576020648,28617.079567151533,3804.5467539387328,58450.9196125612,54974.577651883126,104042.31943035219,10352.366055868066,4960.100354664785,18304.4920667811,16623.753039904364,8769.5937339574,8419.732997695539,35643.42808530778,3896.594834666663,3831.531520248272,10424.12868408433,3584.7522806747475,12459.454680973347,1183.4283037971525,3993.1205700173387,3611.2001438718476,674.744196477931,2283.0451169020707,1257.44591083283,2092.6923471588802,580.7834456601756,1449.6023556948917,5517.411310953998,2453.064661243743,6446.381622259361,13732.278911730395,56981.267558174455,4426.865496340679,564.829356243777,9913.25917882989,5260.434257788759,18092.233830632314,4675.275622302881,26234.150452018956,802.5708687269064,40673.52574315937,1582.2363560264944,943.0171009684345,32281.53712449256,966.9479147712888,8440.667566274722,55770.79370896302,26673.50253341136,21966.73186437342,17393.780806576022,8396.939079213225,11828.265279853238,2068.782180896422,2577.496090567263,1837.3604316421604,1009.0531601119022,7206.295249417371,17972.85931044942,17244.35584425088,14995.455905859186,1244.6766715218112,242.75778697217345,1029.3016840935836,748.9440443593311,0.0,1809.5615756548214,892.616387373133,42044.07666891989,19222.47309048587,5440.228291790721,1609.8887215628858,1957.6824414783798,1749.8480661250937,20277.164381085346,14677.168210588217,9743.9177028715,16122.33114151188,10387.120413443003,35175.24795262716,12900.756364898216,9314.458201197123,53546.88021230675,22256.801546727627,21826.518930507904,12677.603406085154,6324.642473075617,33335.25682429136,2101.415148168641,33014.76841282354,15069.528276102683,9623.808360428206,9958.543285047748,10190.142768852058,5853.503333137331,5598.669633458695,1382.644681115053,5067.983825164956,56996.0533473023,13201.870221754203,4334.677069755864,2702.9174028442694,13035.723797872182,1345.5622184838433
