Province,La Spezia,Varese,Como,Lecco,Sondrio,Milano,Bergamo,Brescia,Pavia,Lodi,Cremona,Mantova,Bolzano,Trento,Treviso,Gorizia,L'Aquila,Teramo,Pescara,Chieti,Isernia,Lecce,Potenza,Matera,Sassari,Nuoro,Cagliari,Oristano,Cosenza,Massa,Benevento,Caserta,Lucca,Vicenza,Belluno,Crotone,Salerno,Prato,Napoli,Avellino,Verona,Reggio di Calabria,Padova,Campobasso,Vibo Valentia,Arezzo,Catanzaro,Pistoia,Firenze,Monza,Livorno,Venezia,Rovigo,Pisa,Catania,Trieste,Foggia,Caltanissetta,Bari,Siena,Udine,Taranto,Siracusa,Enna,Trapani,Agrigento,Grosseto,Brindisi,Ragusa,Perugia,Terni,Fermo,Messina,Palermo,Barletta,Forlì,Pordenone,Rimini,Parma,Macerata,Modena,Latina,Ferrara,Bologna,Pesaro,Ancona,Piacenza,Ascoli Piceno,Reggio nell'Emilia,Rieti,Roma,Ravenna,Frosinone,Novara,Alessandria,Viterbo,Asti,Biella,Cusio,Torino,Cuneo,Vercelli,Savona,Genova,Imperia
Cagliari,7554.105934284408,25781.704848809437,16355.088426811088,32304.958413953565,4324.641028282059,63971.00890520535,59314.36611658028,104751.84895253708,10947.000664066503,5128.934781134425,17289.36268089583,14837.759976995729,9891.561249478387,8941.086232262312,35322.66895340455,4270.8171953691,3314.2884360336097,9165.836469500071,3683.981676714566,12973.696713423134,1511.1553565837598,7387.195379378685,6241.008698161419,1178.28067200897,9137.104546135633,7021.4557477222415,0.0,5624.40728791395,3061.2781764964934,3712.4510595488364,3702.2952791914263,9643.139107843672,7636.494329748227,54625.86105911102,4740.386311929059,1193.0691792263624,16704.355789957895,2708.191709584923,28908.028390066575,7443.132632663899,24805.441808497755,1998.1106992700454,37937.89105232048,2130.448595481271,2156.4955385436615,13855.609739112242,2112.6239007055287,4573.401248857779,26353.788397116306,29390.613475108366,11017.162823361094,16545.24414938901,7216.489752436947,6291.004975686748,5650.556896069227,2752.3529342438846,2709.1188469040057,3054.5332801322843,11928.84873185906,5297.6985623028395,18832.17324734562,27109.31058267383,3435.2303172984693,713.6053349526929,3848.7476398394306,2426.6174431397503,2092.6923471588802,3248.182241388355,2599.041885326169,20487.932683505667,11591.986911751252,4549.643225354752,3999.3791261302927,6215.788037936718,2753.3569884429235,13445.378514955884,15448.029544427154,6693.256277315863,13583.53138179938,8033.587647228388,26740.197183426415,14675.102244510636,7459.584926721293,37921.15690082045,15917.32034388983,17446.96897369789,12242.06083495236,5205.717553051473,26381.60142664495,1481.862107408762,26745.62949680276,10936.613556496728,10736.530201441157,11599.133789501604,11290.848048101938,2712.5722387244828,6607.008372398811,1734.293126810039,5725.939478913969,73073.85971063166,17136.574100122227,5116.220640310056,2928.304775091388,12918.0879255476,1608.4853411576098
Oristano,2133.3660839980266,7108.67960487765,4501.143004266077,8861.448285471723,1176.0204387417386,17697.58687996196,16270.552698548498,28630.82302257342,3046.15036022369,1418.4253182366645,4766.558394777962,4045.4801424459356,2644.7332650544517,2404.796513215039,9403.598660945774,1118.401398592503,844.7480870348011,2339.0698133426486,927.6358528405062,3259.902343769247,370.7022623092163,1753.7023214807923,1478.3485789942824,279.87222855041745,4302.3174530092965,2754.040453347842,5624.40728791395,0.0,704.6345411143403,1043.0951468683193,890.2781886776829,2318.6278527735817,2135.284130574363,14683.387483931205,1259.4928525915095,276.0179597698219,3953.371739847224,745.2792816445062,6886.644251250567,1776.4489032159715,6722.926470023925,446.7823233379462,10162.731723922154,519.9879148344268,489.89259476608373,3740.0349932038866,484.7629361387272,1263.5465511679208,7229.941116113766,8107.348173978463,3115.3547348903767,4403.852983098716,1939.6186984180313,1768.120515249524,1241.6986273007271,719.611006956557,656.1216508191782,653.7220291942433,2861.547331260644,1454.6465068450104,4951.012638151618,6426.999777627745,756.4235669618757,153.75814788301287,773.2985769986287,511.3195694822838,580.7834456601756,773.895328769739,565.3602720577813,5440.067175099208,3028.6033182850433,1171.755809417688,893.8584533149561,1304.7642767090108,663.3531479816124,3612.127203249552,4087.8060336569115,1778.806210870503,3748.755637412093,2083.9956345992073,7320.4019991813075,3661.2877502438246,2013.716294122349,10316.693588363316,4198.159128640771,4537.244048755151,3394.602943018455,1337.2256482547368,7255.502172855006,383.3302503011722,6887.371182256218,2927.4741654787954,2673.466026181246,3225.5852741382814,3178.050989543659,719.5977474706592,1866.401423202792,482.7956101809156,1564.6239949153385,20608.259145377848,4930.266760826661,1428.483399224584,839.6076680327546,3672.677972290116,470.2694465731554
Cosenza,5114.495478053571,18710.872863538498,12032.086698309082,24250.087770774062,3393.2095594988227,46290.11490468719,44847.23930434953,81472.76487185918,7745.7269661974415,3745.9291802282373,12945.34053149695,11833.616056137107,8590.305647169198,7566.11070799483,32257.340970702822,4332.831475350044,3742.316767423438,10828.285006272454,4940.856334530442,17488.591284418217,2336.089539633111,26931.57425881867,22468.83287344267,4684.435575760086,2206.2620186949835,1354.9574802333673,3061.2781764964934,704.6345411143403,0.0,2574.4514805963804,7638.262744369963,17241.568158623584,5409.3003031518665,47040.03207672133,4336.8030485522995,9830.482704786142,39829.60260364275,2069.557772141905,52970.66548504843,16566.137033588344,20359.180761074964,7672.769415126529,33476.67771179745,3757.3081254249596,17620.379147707816,11560.054748408867,24672.397325948863,3430.635906726509,20406.38704275448,21543.681616576116,7399.45776482212,15198.92314954894,6273.463628470484,4348.611803129513,13160.967057063051,2842.3883664049354,6134.692483392912,4885.748919191625,36891.033860979405,4015.8484132644744,18538.490252447988,115766.91867706011,7276.532741086212,1262.1690416414103,3295.821993424618,3149.4444516381523,1449.6023556948917,11292.23597935034,4577.221993668488,18422.556688500328,10920.496675705766,5192.175097971621,15704.773751131996,7995.8948265866775,7476.772562029393,11761.46248829734,14587.061141593269,6248.0069637805855,10199.68775797934,8693.834910968902,21024.619303510743,15016.663262733744,6336.316978127722,30887.067361034755,15586.385074086947,18800.69000968055,8892.51663086801,5908.765446604694,20220.824032056906,1468.969127822606,23989.121916102653,9790.401745839616,12598.183984501338,8115.043536700006,7554.5847662293445,2248.162765318233,4317.597258427641,1191.1186927788003,4383.390739399734,47377.074453891015,10309.026731575661,3508.960322963221,1827.205440355479,8395.176842262239,928.3485964865364
Massa,156758.63524113988,84504.26968947671,55917.10210065677,113060.67141879257,14059.069089364637,252271.68030159973,227263.734093631,443366.1198807992,48488.383493338304,23049.958215889972,93479.01186665463,74129.73563221931,28279.969063330525,29143.60104037475,109238.0712954867,10259.26031843141,5126.400060031134,15229.137254944475,5524.451183233526,18927.829046286948,1779.305481518385,7446.767431865303,6166.357875439574,1194.1190627847086,4077.266849954007,2088.083475859928,3712.4510595488364,1043.0951468683193,2574.4514805963804,0.0,3907.788623995172,9921.649168552474,111847.4250888738,198174.13307540817,13453.475780227775,1030.5817285162072,15948.625096924328,18715.286892376218,27932.055149241653,7489.683478882921,103388.77661700733,1443.389859693545,133834.91780631564,2484.3035123377636,1689.4015330658713,47310.331644978905,1745.384220801681,39356.932732065245,149720.40842458582,112155.38407514618,97582.00739269277,52432.2457823494,28415.4593031034,77706.79421422881,3747.942001246609,6591.164271558464,3086.647132333368,1807.660929060628,12920.941565001169,20858.02304961823,47182.323357276226,27179.218555862353,2286.4442346122146,434.7311660503123,1789.9191698750424,1345.3336267566617,5517.411310953998,3357.147851984708,1636.0596326267935,50187.856680032775,21109.222823878084,8709.396254928855,2884.1425034986923,3401.9375050001286,3060.660757275602,53156.813774975,42539.06641112303,20996.22453115288,98892.61208419513,16701.7573030246,180111.78310613756,16419.084766113385,33259.48866262044,214668.51358740273,43526.699579029526,38689.89894122518,67172.78266953283,9321.360871437253,197160.05280157735,2458.933743436012,36066.779467757406,40674.5272634578,12888.955348312424,40660.99307205679,45943.72850298722,4914.543089664108,23109.262115682628,5194.54020583927,19489.218133115584,212666.7236118025,47865.515731333755,17611.983223678624,12198.651535710695,70802.05660054258,4961.107865486601
Benevento,7637.585071335597,25841.003187163544,16715.06992766745,33868.87883625274,4736.832220790253,65069.09712377275,63328.56668328853,117151.51005280396,10962.78693459929,5331.607781847872,18805.14276306613,17547.449145008137,12102.328939447978,10829.052526740581,47880.106359433725,6355.500968027802,9064.770935475464,25162.432999099266,12879.786030186146,47758.43921642816,10783.417376758158,18815.028846330464,35183.26238015564,4665.304542429429,2934.297707830394,1804.7839033385346,3702.2952791914263,890.2781886776829,7638.262744369963,3907.788623995172,0.0,119888.09817854625,8416.937722325736,69563.61027770108,6266.5275018319235,2644.558236859295,164269.27406119753,3318.4071726081947,241236.74701179515,156473.57376403024,29935.20088233385,3278.468988288537,50204.162010991786,22836.85880625014,4314.393691380809,20011.70045068641,4555.273785339773,5433.54545266787,33223.40676561309,30245.155722299136,11510.053505222884,22919.032342485,9589.172448726144,6762.894866769284,7540.046846260293,4248.750614938304,21389.49146701246,3426.695932689727,45772.839081494545,6747.858010695692,27013.750301938926,84899.86821460916,4342.573231929627,846.4311169096943,3053.9275700012618,2396.7401733975844,2453.064661243743,8917.068207949176,2992.2503686498458,34395.98484531289,22461.783781463026,10635.9827043573,6661.445544094406,6588.893498945586,13689.824930204177,19269.834904374544,21360.545620894183,10611.174688600988,15150.08622975754,17086.26136430597,32107.22346909208,35868.00150479097,9787.853033854624,48299.35595159872,27285.87812452267,35047.75278913214,12829.299919307934,12883.472848560066,30482.853824291193,3195.7071736334337,50944.95598336754,15875.619465847172,35311.25766021855,11253.737317066021,10594.609161972588,4332.998919090439,5985.418580479401,1625.7445437027286,6123.699489576781,64593.91045482773,14110.552107757874,4854.737177251185,2578.5893077650385,12014.482347612964,1295.0345895753328
Caserta,19370.71249136316,64315.107120142166,41583.9572199514,84167.17442687447,11724.14139997894,162353.15063581074,157489.63754463007,291245.5180865166,27432.189399829072,13314.75936637416,46992.985933785734,43699.2090992222,29686.946758335773,26677.22277046598,117389.9895929686,15358.252138081485,24144.15513008342,63710.17681725771,31364.327424345112,117671.43399774637,31191.1705259525,40766.12111800332,65213.271192395594,9290.76351445764,7657.0794636368855,4757.06199945016,9643.139107843672,2318.6278527735817,17241.568158623584,9921.649168552474,119888.09817854625,0.0,21442.604358945136,171682.4615042298,15319.78283948307,5961.680223464661,350894.8161256457,8434.225691502574,1191387.9495346725,212037.68794891803,74226.41314681615,7833.785568473663,123757.043103692,44644.00251244136,10055.82279098725,51214.488290793066,10410.454484664959,13803.05647647725,84612.35002073747,75367.33082570216,29503.98914941204,56248.31080590283,23742.857087818185,17276.330129430447,18330.61403878097,10256.04524831701,34636.37166616647,8507.868154675314,91115.92327390758,17404.71113542164,65503.254052807955,177621.62052178793,10527.281141884183,2093.6965884975616,7848.678318571746,5988.5959092618095,6446.381622259361,19049.97806013719,7320.347859070186,88820.52028184471,59816.585161949224,26281.920648093954,15937.008484061962,16761.441272419288,25485.116423130472,48240.05980204529,52086.05931888538,26462.758372575467,37983.392412008594,42524.353808394946,80474.3447137331,110195.61231814155,24346.113335865164,121054.57910120899,67833.13358053273,86302.25079286734,32118.962524928866,32493.90323570362,76450.76362990422,8607.355774366308,144380.122125752,39520.81310670846,109503.29067275359,28107.57464429619,26597.980960520577,11667.541018339207,15028.225707634025,4058.1356513044807,15191.94748083536,161899.21948574964,35570.41671218527,12140.701636245154,6515.513144580137,30334.179287451792,3284.07253745565
Lucca,134228.1826656538,147362.85886651918,97437.85436564563,198254.96969524372,25418.779391951637,426103.97550052777,395512.5214817345,780750.6637836145,79094.96786979526,38249.55494895122,154115.33390632088,135237.47449650528,54137.20790376406,55169.714646566135,219047.0913348535,20953.54699707628,11523.770573856922,34135.36362752214,12195.911216754033,41775.99996962008,3880.466985804394,15599.334822496732,13111.704532078058,2526.3988808059225,8332.925624578447,4329.11039093976,7636.494329748227,2135.284130574363,5409.3003031518665,111847.4250888738,8416.937722325736,21442.604358945136,0.0,386068.0056380169,26559.15514777356,2156.529546868948,34170.41454730705,61213.452902500794,60194.26732782206,16088.145848521846,193399.56229356857,3014.080547047048,267571.91873459396,5386.014065167095,3537.300656458095,122221.72082141205,3654.804633726252,142832.7150489727,460674.7405875172,191806.6934889014,300803.14354081784,106722.65872863824,58021.98892041474,390869.0418661388,7801.523694043431,13608.393123137534,6619.887333801342,3762.3723881490746,27348.09837853238,58504.3975785606,95524.13943921658,57233.30466762651,4747.273903058843,905.3471221297897,3731.3384938191557,2795.7352845999103,13732.278911730395,7046.564802320747,3394.617739718857,120918.68235029695,48926.40784830136,19576.55662496831,6026.612622811303,7108.638469267001,6513.782156003617,125028.75828817827,85434.04795408317,48700.07836938025,158991.16257824033,37911.932258263274,348159.6437046646,36279.8188367897,69138.40610580053,471820.79884417,99953.28575592198,87216.63455050948,106746.48765750014,21026.56033424974,343467.87178181583,5621.601071898875,81345.96990348655,91983.0654538128,28473.132617306208,69143.88121708405,74627.56695484533,11504.042374497276,38572.84315303295,9032.841066021183,34636.45051902783,367162.99246027495,82687.44206875948,29853.522413980092,19552.49955491068,105982.36366074262,8500.1980022306
Vicenza,389721.2132642097,1749657.1672023193,1224275.4087955127,2761157.9002454015,450833.2694089586,4776455.723783193,5753062.626034422,14190308.681480201,752352.1919436463,425788.4653185105,1773159.9881999092,2707429.778193701,1522492.0612938898,2069008.589282505,9493983.584919864,421446.978203266,85658.26512695187,270978.9046574921,101495.90908594901,342984.00565776374,31016.606324251392,145612.63466590646,113635.95817469622,22645.988714390252,53667.51508993159,28484.446676916657,54625.86105911102,14683.387483931205,47040.03207672133,198174.13307540817,69563.61027770108,171682.4615042298,386068.0056380169,0.0,907350.408886057,19211.92328082516,280587.35990987276,154766.13291045208,478933.2595439893,132666.85963303925,7763212.938393907,25778.833893319403,18050602.15803636,44570.66738253062,30580.612260685204,620327.057688424,32054.694525524093,265442.56443610205,1408303.2744135417,2322530.440842672,442866.18067665416,3839683.6165685602,1744874.320144751,285925.83364516817,66138.4812722311,254467.38327261148,57880.54314454194,31163.276351800407,250869.81011885573,208068.1081738053,2168250.1278267237,521954.1890121047,40595.30230252297,7527.364321542191,29482.95014608137,22992.54204232667,56981.267558174455,65858.08004115448,28742.049096091603,744233.2135321214,318529.5150629687,166253.06108709302,51400.13656238416,57192.20976546429,58763.9318675979,1061954.7644485945,2514334.1765577774,440213.9143179787,1335788.3275579133,316701.6050716519,2956042.757857176,254317.3074228068,1226582.651751341,3910828.230519108,908871.89667921,796450.9586421698,1014512.243523122,167045.11805840282,2735495.644709076,38229.929777844,529006.5208454923,1008982.0391357029,208730.01134946488,696367.483720257,589529.4609335765,66848.99037044572,305835.93376612774,89601.91257644653,538179.5919911766,3112695.5649874453,588426.5513130623,281082.40120439936,118377.78943342071,611458.4192685253,50194.95866263284
Belluno,26771.48100689629,135728.69397422826,92968.46994998511,205475.9089654725,35230.75224931353,342763.90816799895,399771.21746356756,836947.2867291805,53027.048792880676,28779.361308702264,106682.46416867484,122469.4550585905,201748.00832949867,155897.7274942701,978071.5986624575,61112.70816020404,7349.28428384892,23475.388463083473,8989.61917461266,30323.26439460421,2753.58002985356,13757.897000520406,10429.916480703961,2104.027338510433,4526.392845318437,2421.53635754449,4740.386311929059,1259.4928525915095,4336.8030485522995,13453.475780227775,6266.5275018319235,15319.78283948307,26559.15514777356,907350.408886057,0.0,1786.70632900668,25291.037179328836,10547.839878564064,42721.03481146817,11959.092913126131,272305.50498944,2365.533001625862,612083.185581047,4001.953175292371,2815.4267484906704,46556.52126946337,2965.1838696712107,17881.34062539785,98278.78652296211,167321.9518093837,31804.98864573977,296128.9176163264,76630.77181334575,20083.28437233193,6051.974789542618,32171.07058342878,5303.292220051889,2830.040931651828,23473.920675558515,15461.887096956012,377073.82536807336,48847.70664410125,3725.2715404701476,684.4289005293749,2638.313709722965,2083.133665459609,4426.865496340679,6221.271419157056,2628.751998546825,59274.09293267459,26344.826703666276,14391.57449806439,4712.081393934025,5146.67445028176,5455.539686234734,72868.4749647261,591861.4537162745,33453.62043913862,77605.84807200599,26936.52310304507,162992.2701686149,21841.949706485124,61438.23676473563,227508.21069211952,72925.56348576983,68122.93802774578,65606.18319884654,14359.699983276943,154136.90573023332,3206.168668870805,44468.35696165616,68822.21416856356,18081.897522992644,52824.19649254565,43629.8166348378,5447.610439390499,23362.994157574576,7125.618245770823,40503.07349921669,246662.93972813868,46439.56843040243,21482.611256425793,8872.634092081513,44207.94442640113,3892.8951377570147
Crotone,2051.5480843170203,7663.130032932025,4926.1655927075935,9930.363586511421,1393.5714375126572,18887.313538911723,18332.427314110046,33241.58461912792,3151.570098786212,1525.4134584515184,5257.775045694149,4805.694569516951,3544.8757141698375,3107.0264891668257,13216.418963904127,1791.9697020003757,1419.6102148125701,4162.696945828213,1888.5886774413254,6644.831719469256,846.1967716666077,14218.727936752242,7347.2474260080535,1751.8448469628086,865.2065329466283,524.9505909694747,1193.0691792263624,276.0179597698219,9830.482704786142,1030.5817285162072,2644.558236859295,5961.680223464661,2156.529546868948,19211.92328082516,1786.70632900668,0.0,12958.284080207546,824.0814501854848,17914.210586073477,5576.775129606663,8298.158927423794,2832.543075378831,13656.016904361772,1358.8573464796357,5408.702719639407,4556.874308170417,11253.456263475735,1367.920301219477,8106.09903022173,8799.65200904702,2938.8610587311905,6209.98979290289,2546.6414995975842,1730.8354772651735,5151.573954763063,1172.4990298003981,2248.033575066462,1846.8509182911241,14868.508163379418,1580.8588939526674,7661.98686325277,50834.8483514563,3023.323899066583,474.6313194086065,1223.3504274162326,1205.6832585121192,564.829356243777,5501.244127507906,1855.6113246089928,7189.500348494585,4188.117051662192,2033.4821062790727,5567.921468854553,2879.272081256101,2845.1895762498566,4708.9333617455395,6006.264360600157,2495.293462588216,4124.164955397409,3415.271837374544,8477.817678559488,5499.477047250036,2562.528027607748,12423.11964010133,6209.814399838786,7455.400032995463,3609.831603568054,2287.7445729411384,8161.837681904876,559.6349760582243,9000.297947200943,3934.7544576328078,4617.2503580111115,3313.2903777785,3069.0403520799923,861.5619856972596,1755.7034161011425,487.32915273733107,1797.1290146493388,19321.451467359937,4182.822391586214,1431.6143264977845,738.2271650010337,3390.024320396576,374.2982230561303
Salerno,31304.049473079027,106876.05692978467,68996.03202623596,139482.88965672674,19455.404859330894,268259.53766100743,260128.78072676316,478625.3380914005,45202.61705405187,21916.179485582903,76879.87049424635,71140.29178258483,49287.10846462167,44031.015229923265,192138.91377787094,25375.253464745034,32242.550868240192,88783.85550705023,42872.74177193937,156806.81100064138,29292.27247199975,84073.04616320998,176527.7335730941,21097.99757962282,12826.003038987637,7982.807125489744,16704.355789957895,3953.371739847224,39829.60260364275,15948.625096924328,164269.27406119753,350894.8161256457,34170.41454730705,280587.35990987276,25291.037179328836,12958.284080207546,0.0,13321.708179344922,1243269.556521984,619730.686824683,121308.78214684207,16608.64233106688,201545.4203637785,49328.72630041135,22131.114270283437,78723.29104156079,22953.672178323886,21890.3417700842,132910.8886793931,124620.21683162695,46949.70964689129,91619.36577983055,38390.4932071259,27516.39756158864,37464.201617738334,16867.13715171668,62883.93742790785,16992.002540453534,189300.991369897,26955.140207726847,108255.2895348253,384911.7089793281,21232.283616859408,4215.891196567124,14937.771945493358,11755.371838760251,9913.25917882989,39221.730534576214,14598.889101708543,132621.72045253144,85207.98386757715,38809.395710813034,33953.812647453386,33079.51106924662,51849.150764724225,76077.06038527386,85762.38400081228,41334.41331508377,61674.90651648238,63432.20528347399,129602.28783027254,141165.78956902996,39177.86741527637,193569.34048994453,105098.77862909735,131683.7865280208,52623.95242584661,46440.80987155629,123576.2990309079,11941.589381407506,199226.97834153316,62660.016148768766,127788.84243317026,46610.522561315,43909.26593992782,16985.855416384078,24892.464123486563,6761.075896627379,25186.990522519718,269564.3171170499,59089.96877540081,20139.964577234427,10721.034388683203,49713.01387184056,5419.054309171078
Prato,28777.60142565923,49299.82684647127,32796.661253334525,67660.8803157753,8998.38227710729,139797.68684020228,135256.89685294803,275153.6378202321,25086.728170322054,12495.390240072611,51200.68657171922,50812.3493509432,20554.369434987104,20925.475598614576,90011.31440603208,8567.637516781653,4809.128954152121,14486.030269929946,5067.568744488865,17277.35469933902,1552.304018893442,6029.493262459078,5112.231378753727,984.1963083506494,2852.080373057041,1515.5605330607195,2708.191709584923,745.2792816445062,2069.557772141905,18715.286892376218,3318.4071726081947,8434.225691502574,61213.452902500794,154766.13291045208,10547.839878564064,824.0814501854848,13321.708179344922,0.0,23513.277941126908,6307.792716219678,74093.37180212357,1138.034591229703,111252.48356523809,2150.6233469554004,1344.234916722514,68026.37203537697,1393.43689265215,116923.4642176707,580768.4804331751,63819.11156156081,54065.57670369802,45011.02397470593,25278.2019094911,39890.20866919359,2926.0865688194613,5647.540111612086,2626.6552894244815,1403.6675231761837,10715.772458374633,29173.7082218642,38774.00783703939,22204.26489912597,1777.3311312070757,338.3360451733005,1380.0698860042464,1039.039792435398,5260.434257788759,2733.240451166132,1266.965562556447,56685.3200149109,20869.559277007884,8572.81167042524,2276.321784009883,2649.4571043983474,2567.4747763749174,70480.92100274004,34678.62468370569,24966.119998641207,52321.960191575294,16990.250500896287,141024.55542805616,14282.944834976277,31451.698801396946,240142.3109963502,48616.774929495616,39555.29413293522,33899.60594848684,9075.405559746196,122173.20694410623,2359.8048029433403,32465.16538941294,47456.7560646239,11376.680463018996,22405.72386182104,22892.151618319196,4748.280819936632,11953.876043872662,2950.8113154843945,12019.692586046292,116784.45259064676,25508.89228668044,9568.705248666934,5658.891683179662,29791.049584391698,2509.0964689421044
Napoli,54666.019102246624,182102.3407270321,117605.7686641771,237704.70675971147,33048.42755200088,458977.46398792666,444161.24038401904,818863.3794409498,77580.86849499392,37582.00755741298,132237.10078031305,122344.28783015731,83221.86350875287,74744.85640149022,326384.5523204207,42543.34457186964,62080.966172906374,163667.78434933443,77925.67404272036,289195.8255059408,62761.983390803485,117452.38120484745,189205.7224680258,26548.420058029522,22540.81624989037,14132.363895264218,28908.028390066575,6886.644251250567,52970.66548504843,27932.055149241653,241236.74701179515,1191387.9495346725,60194.26732782206,478933.2595439893,42721.03481146817,17914.210586073477,1243269.556521984,23513.277941126908,0.0,564738.9261503239,207686.57152208668,24245.638801029003,344289.2406899237,89802.94711059374,31025.4500603476,141067.77378305816,31719.486035777565,38561.52721197122,235420.38495146096,212969.2952827032,83107.50490456687,156063.1582246932,65968.44530215555,48575.01625443014,56585.143522055296,28319.81878052146,86023.05962903555,26418.87843437617,252948.7205189629,48422.15180410962,181852.4305109417,511642.68810187036,32240.229829775173,6506.57739279852,24492.63733643411,18539.213875603673,18092.233830632314,54453.55866204332,22458.5176741546,241627.51500642716,160994.8744691333,69101.12807106528,49467.860452036264,52800.62516487946,68486.64617483743,133028.856505301,144806.163095382,72384.4324990297,106654.68157090254,112974.92818975482,224850.27213102402,306394.2802996025,67656.61048285944,336817.29782860493,184291.01224873666,231007.26634348548,90570.05545937148,84679.81822265101,214154.8381521391,22917.372963273196,397770.39108398126,108938.00911542308,281495.32031702,79677.45451717857,75468.46812050979,32134.191350999943,42725.48205738304,11529.540340834015,42866.900623392474,461089.95176872896,101574.13990441927,34452.05220300051,18534.258875116655,86042.26308594752,9380.787268030608
Avellino,14669.671249387022,49886.372933177074,32237.698165711787,65249.96042683348,9114.918745813442,125406.42848879345,121844.51675945896,224799.06504822144,21127.76352982703,10260.25069033744,36090.151739111694,33540.06618044625,23197.900727014516,20737.06252518943,91101.66217756114,12069.160265669561,16181.005879332217,44744.809242528776,22207.214971803707,81705.63280300386,16601.581855401193,38151.10202295649,78584.22546621934,9657.829882444319,5811.0593791233905,3593.6692741147945,7443.132632663899,1776.4489032159715,16566.137033588344,7489.683478882921,156473.57376403024,212037.68794891803,16088.145848521846,132666.85963303925,11959.092913126131,5576.775129606663,619730.686824683,6307.792716219678,564738.9261503239,0.0,57214.04011477098,6978.407098142955,95522.75409471623,30410.05898068805,9255.154673597353,37646.786244309216,9714.32775817012,10346.822377639266,63039.28221358931,58277.08350458621,22048.908238514625,43521.87590722037,18217.051425580386,12939.977227864909,15891.04711466162,8045.439588894742,35749.50628493219,7206.393423376468,90374.42132667592,12790.577560377289,51387.50699678181,174310.48923110953,9087.761366642464,1783.9536589100755,6373.774582847433,5014.09404160085,4675.275622302881,17973.496868127288,6252.244055597368,64040.40514198072,41459.70752414056,19262.934908204425,14216.41680357616,13917.25339317726,26074.671149116104,36337.41295878773,40662.48982676978,19875.89260586063,29011.00310830869,31221.172647427426,61222.94549722278,67555.65479501414,18589.624576595674,91767.93810056393,50820.635443745996,64463.18925956419,24660.748701551034,23172.954885424708,58249.67820014987,5852.884274607639,95504.15634366339,29938.026310313024,63738.16301312746,21737.999470998682,20467.831837815498,8131.744465270557,11582.989502878061,3146.7422229073213,11790.817161206593,125222.02298943904,27395.976590331382,9384.646920477946,4988.406746392405,23188.095532007046,2512.948185295186
Verona,206423.59671606508,945336.0637761333,676165.627265423,1561526.4647238976,244888.882581077,2744591.874506758,3475240.3734072642,10503627.990030542,431910.70449714875,258047.07400774455,1197611.5399889105,2493081.7592785363,590007.853964576,857594.528348103,2321689.669279106,146205.4641295272,36849.50015315263,115076.6379304881,42981.99675023646,145715.2936757221,13344.385647851548,62214.63423052907,48809.6663467921,9689.829748918872,24802.89054444894,13035.622252303601,24805.441808497755,6722.926470023925,20359.180761074964,103388.77661700733,29935.20088233385,74226.41314681615,193399.56229356857,7763212.938393907,272305.50498944,8298.158927423794,121308.78214684207,74093.37180212357,207686.57152208668,57214.04011477098,0.0,11244.18915513647,3463740.821772593,19098.258954430654,13284.503181978487,275868.2187136288,13883.194199850104,129875.80275278883,660277.3868274977,1339065.6492127036,218175.3952823521,1014323.6846259177,578710.2964833701,142211.98127653415,28963.356983426,89230.78578052882,24669.221572881554,13708.277653165596,106758.30041326716,95835.53786301489,727802.3890393157,223259.99230096422,17780.202890531244,3307.5145013763563,13067.67572010973,10138.298956717299,26234.150452018956,28086.719771924327,12618.508634718437,324365.72763603873,139000.92704866864,69426.18951810052,22421.63780190739,25227.55880916649,25001.78441285176,449049.89577784855,762053.9498627591,180428.36112567087,845044.830274227,132185.1895777981,1642416.3075248627,111614.14574182162,514944.8583695419,1873992.425554772,371200.9722005809,326486.8648649483,626095.180733463,70714.22314828674,1639889.1556166206,16627.564411996915,233362.6150786303,406822.38054267474,90811.11333659569,377748.6841956456,318707.52539259935,29688.722774663114,161064.42207176329,46686.115891962116,302444.468593648,1600504.3897181014,297922.5906324823,150539.97940696395,61704.78873241251,327118.3971809149,25308.148712270766
