id_istat,comune,lng,lat,regione
2032,Carisio,8.19858607,45.408460999999996,Piemonte
2033,Casanova Elvo,8.293306900000001,45.39952964,Piemonte
2035,San Giacomo Vercellese,8.32534514,45.49741181,Piemonte
2041,Cervatto,8.16235419,45.88308084,Piemonte
2042,Cigliano,8.021489,45.309557,Piemonte
2043,Civiasco,8.29278728,45.80668518,Piemonte
2045,Collobiano,8.34853582,45.39712515,Piemonte
2047,Costanzana,8.370065400000001,45.23619745,Piemonte
2048,Cravagliana,8.20112963,45.84734738,Piemonte
2049,Crescentino,8.10258275,45.19232707,Piemonte
2052,Crova,8.21192995,45.33003762,Piemonte
2054,Desana,8.35745053,45.26873384,Piemonte
2057,Fobello,8.15891887,45.88955756,Piemonte
2058,Fontanetto Po,8.19171653,45.19339547,Piemonte
2059,Formigliana,8.2929106,45.42877725,Piemonte
2061,Gattinara,8.37128081,45.61734452,Piemonte
2062,Ghislarengo,8.38432306,45.52931694,Piemonte
2065,Greggio,8.38247553,45.45180309,Piemonte
2066,Guardabosone,8.25032253,45.7009391,Piemonte
2067,Lamporo,8.0975502,45.23008153,Piemonte
2068,Lenta,8.38444808,45.55556369,Piemonte
2070,Lignana,8.34604641,45.285295899999994,Piemonte
2071,Livorno Ferraris,8.08199764,45.28165932,Piemonte
2072,Lozzolo,8.3220795,45.62258776,Piemonte
2078,Mollia,8.03096665,45.81528283,Piemonte
2079,Moncrivello,7.99586116,45.33122991,Piemonte
2082,Motta de' Conti,8.52077102,45.19150237,Piemonte
2088,Olcenengo,8.31138984,45.3635942,Piemonte
2089,Oldenico,8.3827208,45.40235336,Piemonte
2090,Palazzolo Vercellese,8.23282434,45.18450002,Piemonte
2091,Pertengo,8.41762904,45.23562007,Piemonte
2093,Pezzana,8.48420194,45.26206373,Piemonte
2096,Pila,8.08081524,45.77024834,Piemonte
2097,Piode,8.05308685,45.76976604,Piemonte
2102,Postua,8.23149631,45.71418815,Piemonte
2104,Prarolo,8.47934379,45.28222769,Piemonte
2107,Quarona,8.26542166,45.75985229,Piemonte
2108,Quinto Vercellese,8.36218487,45.38047939,Piemonte
2110,Rassa,8.0141935,45.7686266,Piemonte
2113,Rimella,8.18259236,45.90794146,Piemonte
2115,Rive,8.418319300000002,45.21256687,Piemonte
2116,Roasio,8.28892846,45.60862395,Piemonte
2118,Ronsecco,8.27777195,45.25350322,Piemonte
2121,Rossa,8.12564508,45.83354703,Piemonte
2122,Rovasenda,8.31361503,45.53679031,Piemonte
2126,Salasco,8.26378089,45.32528875,Piemonte
2127,Sali Vercellese,8.32968249,45.30933121,Piemonte
2128,Saluggia,8.01113811,45.23583395,Piemonte
2131,San Germano Vercellese,8.25094964,45.350183,Piemonte
2133,Santhià,8.17435014,45.366921999999995,Piemonte
2134,Scopa,8.11316044,45.79171337,Piemonte
2135,Scopello,8.09484168,45.77367325,Piemonte
2137,Serravalle Sesia,8.31147526,45.68614932,Piemonte
2142,Stroppiana,8.45347729,45.23139550000001,Piemonte
2147,Tricerro,8.32514946,45.23379809,Piemonte
2148,Trino,8.29690047,45.19420619,Piemonte
2150,Tronzano Vercellese,8.17469273,45.3427904,Piemonte
2152,Valduggia,8.32785665,45.72638859,Piemonte
2156,Varallo,8.2601,45.8148,Piemonte
2158,Vercelli,8.42323431,45.32398135,Piemonte
2163,Villarboit,8.33686901,45.43665326,Piemonte
2164,Villata,8.43260279,45.38561063,Piemonte
2166,Vocca,8.18753037,45.83098292,Piemonte
2170,Alto Sermenza,8.0639,45.86,Piemonte
2171,Cellio con Breia,8.3127,45.757,Piemonte
3001,Agrate Conturbia,8.55992667,45.67598127,Piemonte
3002,Ameno,8.43942761,45.78878319,Piemonte
3006,Armeno,8.43917903,45.82196603,Piemonte
3008,Arona,8.55948977,45.76039239,Piemonte
3012,Barengo,8.51201322,45.574775,Piemonte
3016,Bellinzago Novarese,8.63973111,45.57030363,Piemonte
3018,Biandrate,8.46370551,45.45378226,Piemonte
3019,Boca,8.40870545,45.67828729,Piemonte
3021,Bogogno,8.53449913,45.66716613,Piemonte
3022,Bolzano Novarese,8.44415269,45.76282586,Piemonte
3023,Borgolavezzaro,8.69926765,45.31838337,Piemonte
3024,Borgomanero,8.46298661,45.69887429999999,Piemonte
3025,Borgo Ticino,8.60392229,45.68806799,Piemonte
3026,Briga Novarese,8.45159151,45.73138349,Piemonte
3027,Briona,8.4798194,45.54219977,Piemonte
3030,Caltignaga,8.58791485,45.51708606,Piemonte
3032,Cameri,8.66224358,45.50102461,Piemonte
3036,Carpignano Sesia,8.41834081,45.5353062,Piemonte
3037,Casalbeltrame,8.46837851,45.43623977,Piemonte
3039,Casaleggio Novara,8.49266595,45.48630378,Piemonte
3040,Casalino,8.5227352,45.35768141,Piemonte
3041,Casalvolone,8.46436466,45.3994586,Piemonte
3042,Castellazzo Novarese,8.48870753,45.5139929,Piemonte
3043,Castelletto sopra Ticino,8.64237321,45.71405023,Piemonte
3044,Cavaglietto,8.50091213,45.60280053,Piemonte
3045,Cavaglio d'Agogna,8.48278611,45.6118122,Piemonte
3047,Cavallirio,8.396736500000001,45.66496084,Piemonte
3049,Cerano,8.78085515,45.41067427,Piemonte
3051,Colazza,8.49908518,45.79262548,Piemonte
3052,Comignago,8.56512314,45.715239399999994,Piemonte
3055,Cressa,8.50748369,45.64799409,Piemonte
3058,Cureggio,8.46136101,45.67513019,Piemonte
3060,Divignano,8.60149532,45.66227913,Piemonte
3062,Dormelletto,8.57318421,45.73016147,Piemonte
3065,Fara Novarese,8.459112199999998,45.55511789,Piemonte
3066,Fontaneto d'Agogna,8.48458276,45.63985923,Piemonte
3068,Galliate,8.69527266,45.47769535,Piemonte
3069,Garbagna Novarese,8.6596796,45.38665075,Piemonte
3070,Gargallo,8.42921545,45.72750435,Piemonte
3073,Ghemme,8.42009104,45.59781069,Piemonte
3076,Gozzano,8.43465086,45.74755669,Piemonte
3077,Granozzo con Monticello,8.57413671,45.36014053,Piemonte
3079,Grignasco,8.33970898,45.68190215,Piemonte
3082,Invorio,8.48673976,45.75590621,Piemonte
3083,Landiona,8.42216872,45.49690699,Piemonte
3084,Lesa,8.56484439,45.83011076,Piemonte
3088,Maggiora,8.42099488,45.69075412,Piemonte
3090,Mandello Vitta,8.45918595,45.49523236,Piemonte
3091,Marano Ticino,8.63193647,45.62982409,Piemonte
3093,Massino Visconti,8.53880817,45.82190383,Piemonte
3095,Meina,8.53760183,45.79003479,Piemonte
3097,Mezzomerico,8.60462006,45.62028414,Piemonte
3098,Miasino,8.43036112,45.80218966,Piemonte
3100,Momo,8.55537053,45.57391222,Piemonte
3103,Nebbiuno,8.52423877,45.80607594,Piemonte
3104,Nibbiola,8.65635253,45.3717854,Piemonte
3106,Novara,8.62191588,45.44588506,Piemonte
3108,Oleggio,8.63736389,45.59668789,Piemonte
3109,Oleggio Castello,8.52971174,45.74931605,Piemonte
3112,Orta San Giulio,8.40568474,45.79916255,Piemonte
3114,Paruzzaro,8.51345761,45.74868723,Piemonte
3115,Pella,8.38311698,45.79707067,Piemonte
3116,Pettenasco,8.40857519,45.81732142,Piemonte
3119,Pisano,8.51043727,45.79354856,Piemonte
